0	1	2	3
B9DF92	438	494	IDR_2
Q9STT1	125	204	IDR_1
Q9C5U8	1	51	IDR_1
Q9XI29	1	80	IDR_1
Q9XI29	81	148	IDR_2
A0A1P8AUY5	1	71	IDR_1
Q9FX56	1	35	IDR_1
O81864	1	79	IDR_1
F4KBM7	1	34	IDR_1
Q84K42	1	46	IDR_1
Q501F8	336	373	IDR_1
Q8GX22	1	57	IDR_1
Q4VCM1	1	32	IDR_1
F4J0E6	1	80	IDR_1
F4J0E6	81	160	IDR_2
F4J0E6	161	240	IDR_3
F4J0E6	241	320	IDR_4
F4J0E6	321	400	IDR_5
F4J0E6	401	480	IDR_6
F4J0E6	481	560	IDR_7
F4J0E6	561	640	IDR_8
F4J0E6	641	674	IDR_9
F4JHZ4	1	38	IDR_1
F4KE84	1	80	IDR_1
F4KE84	81	111	IDR_2
F4K6Z1	513	592	IDR_1
F4K6Z1	593	638	IDR_2
Q9C557	64	97	IDR_1
O22173	630	662	IDR_1
P27450	374	419	IDR_1
Q84VQ0	1	48	IDR_1
F4JJT9	1	65	IDR_1
F4IPJ1	3214	3293	IDR_1
O48700	359	418	IDR_1
Q9ZT48	1	32	IDR_1
F4HSB6	1	62	IDR_1
Q940Q1	1	42	IDR_1
Q9SB33	1	32	IDR_1
Q9ZSM8	1	80	IDR_1
Q9ZSM8	81	113	IDR_2
Q9S7C9	245	311	IDR_1
Q9C911	253	332	IDR_1
Q9C911	333	412	IDR_2
Q9C911	413	492	IDR_3
Q9C911	493	572	IDR_4
Q9C911	573	630	IDR_5
F4I7J9	964	1043	IDR_1
F4I7J9	1044	1080	IDR_2
A0A1P8AYJ3	1	80	IDR_1
Q9LS96	122	162	IDR_1
Q9LX13	1	62	IDR_1
O64793	784	818	IDR_1
Q9FHB7	1	80	IDR_1
Q9FHB7	81	160	IDR_2
Q9FHB7	161	240	IDR_3
Q9FHB7	241	320	IDR_4
Q9FHB7	321	400	IDR_5
Q9FHB7	401	438	IDR_6
Q9SZZ8	1	74	IDR_1
O04209	1	80	IDR_1
Q9SUI5	1	80	IDR_1
Q9SUI5	81	130	IDR_2
Q9SBB2	78	157	IDR_1
Q8VY05	1	80	IDR_1
Q8VY05	81	115	IDR_2
F4IGA5	519	588	IDR_1
Q9SNA0	397	476	IDR_1
Q9SH55	1	80	IDR_1
Q9SH55	81	160	IDR_2
Q9SH55	161	240	IDR_3
Q9SH55	241	320	IDR_4
Q9SH55	321	400	IDR_5
Q9SH55	401	480	IDR_6
Q9SH55	481	560	IDR_7
Q9SH55	561	640	IDR_8
Q1PDZ3	267	346	IDR_1
F4IXN6	1	80	IDR_1
F4IXN6	81	160	IDR_2
F4IXN6	161	240	IDR_3
F4IXN6	241	320	IDR_4
F4IXN6	321	360	IDR_5
Q9FL17	154	229	IDR_1
Q56Y59	1	75	IDR_1
Q9LJM6	352	431	IDR_1
Q8VY10	860	907	IDR_1
Q9LYV5	185	244	IDR_1
Q9FXH7	1	80	IDR_1
Q9LPT3	1	34	IDR_1
Q9LV71	1	80	IDR_1
Q9LV71	81	142	IDR_2
Q9SY06	1	80	IDR_1
Q9SY06	81	160	IDR_2
Q9SY06	161	240	IDR_3
Q9SY06	241	271	IDR_4
Q940B8	1	80	IDR_1
Q940B8	81	160	IDR_2
Q940B8	161	226	IDR_3
Q9LRZ0	190	269	IDR_1
Q9LRZ0	270	338	IDR_2
Q67Y48	39	105	IDR_1
Q9FN93	494	567	IDR_1
Q93YN0	1	80	IDR_1
F4IG73	1398	1477	IDR_1
Q8VWJ2	1	80	IDR_1
Q8VWJ2	81	160	IDR_2
Q9FWY9	1	75	IDR_1
F4KEW8	103	182	IDR_1
F4KEW8	183	239	IDR_2
F4IP61	334	413	IDR_1
F4IP61	414	493	IDR_2
Q9FF84	465	511	IDR_1
Q9LXX9	1	34	IDR_1
O64725	1	72	IDR_1
B7ZWR6	233	312	IDR_1
B7ZWR6	313	392	IDR_2
B7ZWR6	393	444	IDR_3
Q9LZ59	338	385	IDR_1
Q8LFD3	165	244	IDR_1
F4KI00	1	80	IDR_1
F4KI00	81	122	IDR_2
Q9SD02	1	80	IDR_1
Q9C6L1	1	46	IDR_1
F4IG73	1773	1852	IDR_1
F4IG73	1853	1911	IDR_2
Q9CAA0	844	920	IDR_1
Q0IGM5	125	204	IDR_1
Q0IGM5	205	247	IDR_2
Q5XVB0	1	80	IDR_1
Q5XVB0	81	160	IDR_2
Q5XVB0	161	240	IDR_3
Q5XVB0	241	320	IDR_4
Q5XVB0	321	388	IDR_5
Q93ZH7	243	322	IDR_1
Q93ZH7	323	402	IDR_2
Q93ZH7	403	461	IDR_3
Q8GW24	72	151	IDR_1
Q8GW24	152	207	IDR_2
Q9ZP59	1	54	IDR_1
B3H670	1	57	IDR_1
Q9FHG4	276	308	IDR_1
Q9FEP7	1	33	IDR_1
Q700E3	1	79	IDR_1
Q94CA0	337	373	IDR_1
Q8VYW7	301	380	IDR_1
Q8VYW7	381	449	IDR_2
Q9C827	828	907	IDR_1
Q6NLB7	1	80	IDR_1
A0A1P8B1Y9	1	80	IDR_1
A0A1P8B1Y9	81	117	IDR_2
F4IYH6	837	916	IDR_1
F4IYH6	917	994	IDR_2
F4JAF4	1	80	IDR_1
F4JAF4	81	136	IDR_2
Q84RF4	1	80	IDR_1
Q84RF4	81	121	IDR_2
Q9LZH5	112	191	IDR_1
Q9LR55	1	56	IDR_1
Q5G1S8	1	80	IDR_1
Q5G1S8	81	112	IDR_2
Q9SE97	1000	1051	IDR_1
Q6DBQ2	240	280	IDR_1
Q9SUC3	1	51	IDR_1
Q9LIK0	1	80	IDR_1
B3H721	1	47	IDR_1
Q5XPK0	157	236	IDR_1
Q5XPK0	237	316	IDR_2
Q5XPK0	317	396	IDR_3
Q5XPK0	397	476	IDR_4
Q5XPK0	477	556	IDR_5
Q5XPK0	557	636	IDR_6
Q5XPK0	637	716	IDR_7
Q5XPK0	717	796	IDR_8
Q5XPK0	797	876	IDR_9
Q5XPK0	877	956	IDR_10
Q5XPK0	957	1036	IDR_11
Q5XPK0	1037	1116	IDR_12
Q5XPK0	1117	1196	IDR_13
Q5XPK0	1197	1276	IDR_14
Q5XPK0	1277	1356	IDR_15
Q5XPK0	1357	1436	IDR_16
Q5XPK0	1437	1516	IDR_17
Q5XPK0	1517	1596	IDR_18
Q5XPK0	1597	1676	IDR_19
Q5XPK0	1677	1756	IDR_20
Q5XPK0	1757	1836	IDR_21
Q5XPK0	1837	1916	IDR_22
Q5XPK0	1917	1996	IDR_23
Q5XPK0	1997	2028	IDR_24
F4JIJ1	1269	1335	IDR_1
Q9SV41	1	78	IDR_1
Q9SF40	1	80	IDR_1
Q9SF40	81	160	IDR_2
Q9SF40	161	200	IDR_3
Q940U2	1	71	IDR_1
Q9LML2	471	550	IDR_1
Q570U6	79	114	IDR_1
Q8VZI8	1	80	IDR_1
Q8VZI8	81	135	IDR_2
Q9FIL6	1	80	IDR_1
Q9FIL6	81	160	IDR_2
B8XCH5	151	230	IDR_1
B8XCH5	231	310	IDR_2
A0A1P8AVE4	1	37	IDR_1
Q9ZUU4	165	205	IDR_1
Q9LTX9	563	642	IDR_1
Q9LTX9	643	718	IDR_2
F4I3C6	98	177	IDR_1
Q9FNQ1	372	443	IDR_1
F4IBB2	1	52	IDR_1
Q9FMM3	589	668	IDR_1
Q9FMM3	669	748	IDR_2
Q9FMM3	749	828	IDR_3
Q9FMM3	829	908	IDR_4
Q9FMM3	909	988	IDR_5
Q9FMM3	989	1068	IDR_6
Q9FMM3	1069	1148	IDR_7
Q9FMM3	1149	1228	IDR_8
Q9FMM3	1229	1308	IDR_9
Q9FMM3	1309	1388	IDR_10
Q9FMM3	1389	1468	IDR_11
Q9FMM3	1469	1548	IDR_12
Q9LSX2	163	202	IDR_1
Q9LTT9	1091	1143	IDR_1
Q8RWR2	1	80	IDR_1
Q8RWR2	81	160	IDR_2
Q8RWR2	161	240	IDR_3
Q8RWR2	241	314	IDR_4
Q8L5Y2	1	80	IDR_1
Q8L5Y2	81	151	IDR_2
Q8RV79	1	36	IDR_1
Q6STH5	1	77	IDR_1
Q9SIF2	744	780	IDR_1
F4IUS3	1	80	IDR_1
F4IUS3	81	160	IDR_2
F4IUS3	161	240	IDR_3
F4IUS3	241	316	IDR_4
Q9LVQ8	1	56	IDR_1
Q9CAN9	154	233	IDR_1
Q1G3T6	1	72	IDR_1
Q84VG6	1	40	IDR_1
Q9LTD4	251	330	IDR_1
O22773	1	77	IDR_1
Q9LYI4	1	73	IDR_1
O04539	713	792	IDR_1
O04539	793	872	IDR_2
O04539	873	952	IDR_3
O04539	953	1004	IDR_4
Q9SSW0	95	174	IDR_1
Q56XP9	1	80	IDR_1
F4HYK7	70	125	IDR_1
Q9FFJ9	191	270	IDR_1
Q9FFJ8	295	373	IDR_1
Q38827	1	80	IDR_1
Q38827	81	160	IDR_2
Q38827	161	205	IDR_3
Q94AB7	1	80	IDR_1
Q94AB7	81	154	IDR_2
Q9LDY5	1	70	IDR_1
Q9C9R6	1	80	IDR_1
Q9C9R6	81	160	IDR_2
Q9C9R6	161	240	IDR_3
Q9C9R6	241	320	IDR_4
Q93VB4	226	305	IDR_1
Q9SSC6	265	305	IDR_1
F4K3T5	1	77	IDR_1
Q38805	1	77	IDR_1
Q9FGU5	1	80	IDR_1
Q9FGU5	81	135	IDR_2
Q5XVH0	125	185	IDR_1
Q3ECI4	1	53	IDR_1
Q9LIL5	1	69	IDR_1
A8MQY6	1	41	IDR_1
Q9M275	102	136	IDR_1
Q1PF34	272	308	IDR_1
Q940B0	143	187	IDR_1
Q9FI19	91	121	IDR_1
Q94F16	349	397	IDR_1
Q9LQB2	84	122	IDR_1
Q9FJW5	182	227	IDR_1
F4J389	125	172	IDR_1
Q94AZ5	1	37	IDR_1
O80834	1	80	IDR_1
O80834	81	160	IDR_2
B5X565	628	663	IDR_1
Q56WD3	1	32	IDR_1
B3H5S8	1	31	IDR_1
F4IQJ6	1	38	IDR_1
A0A1I9LQK5	411	490	IDR_1
A0A1I9LQK5	491	570	IDR_2
A0A1I9LQK5	571	603	IDR_3
Q1PF57	1	42	IDR_1
Q8L7T6	1	80	IDR_1
Q8L7T6	81	112	IDR_2
F4JJ52	388	467	IDR_1
F4JJ52	468	526	IDR_2
Q9SZD1	1	80	IDR_1
Q9SZD1	81	132	IDR_2
Q9SZ06	1	80	IDR_1
Q9SZ06	81	141	IDR_2
Q9CAI5	299	378	IDR_1
Q9CAI5	379	458	IDR_2
Q05196	432	511	IDR_1
Q05196	512	591	IDR_2
Q05196	592	671	IDR_3
Q7X9H9	1	37	IDR_1
P82266	937	1009	IDR_1
Q8VZM1	577	642	IDR_1
Q9SZ10	1	50	IDR_1
F4I131	427	506	IDR_1
Q8VY64	1	80	IDR_1
Q8VY64	81	160	IDR_2
Q8VY64	161	198	IDR_3
Q9M9M4	726	793	IDR_1
F4KBW5	1	80	IDR_1
F4KBW5	81	160	IDR_2
Q9FNB3	503	582	IDR_1
Q9FNQ6	1	80	IDR_1
Q9FNQ6	81	160	IDR_2
Q9FNQ6	161	240	IDR_3
Q9FNQ6	241	272	IDR_4
Q8S3W4	1	41	IDR_1
Q9FH94	96	175	IDR_1
Q8GWG6	73	135	IDR_1
P93299	1	80	IDR_1
Q9ZVW2	289	322	IDR_1
F4IPY7	1	80	IDR_1
F4IPY7	81	160	IDR_2
F4IPY7	161	240	IDR_3
F4IPY7	241	291	IDR_4
Q9FIB4	1	80	IDR_1
Q8LA32	1	80	IDR_1
Q8LA32	81	121	IDR_2
F4IUY8	968	1006	IDR_1
Q9SA65	326	405	IDR_1
Q9SA65	406	485	IDR_2
Q9SA65	486	565	IDR_3
Q9SA65	566	599	IDR_4
P0C2G4	1	33	IDR_1
Q9LVC1	1	54	IDR_1
Q6NM27	175	254	IDR_1
Q6NM27	255	290	IDR_2
F4JCU0	515	594	IDR_1
F4JCU0	595	674	IDR_2
F4JCU0	675	754	IDR_3
F4JCU0	755	834	IDR_4
F4JCU0	835	914	IDR_5
F4JCU0	915	994	IDR_6
Q9ZVP8	198	277	IDR_1
Q9ZVP8	278	357	IDR_2
Q9ZVP8	358	414	IDR_3
Q9FIM4	194	273	IDR_1
Q9FIM4	274	353	IDR_2
Q9FIM4	354	430	IDR_3
Q7XZU0	1337	1409	IDR_1
Q9CA30	111	190	IDR_1
Q9CA30	191	233	IDR_2
Q6NLF1	1	80	IDR_1
Q6NLF1	81	139	IDR_2
Q9SJ56	1	80	IDR_1
Q9SJ56	81	160	IDR_2
Q9SJ56	161	240	IDR_3
Q8LEG3	479	558	IDR_1
Q9ZPV4	1	80	IDR_1
Q9ZPV4	81	124	IDR_2
Q9FNE5	1	67	IDR_1
F4K5T4	1	80	IDR_1
Q84M91	65	144	IDR_1
Q84M91	145	224	IDR_2
Q84M91	225	304	IDR_3
Q84M91	305	384	IDR_4
Q84M91	385	444	IDR_5
O65628	1	50	IDR_1
Q8LPS1	1	35	IDR_1
F4IL68	1	80	IDR_1
Q9FJR9	1	70	IDR_1
Q8RWD0	60	139	IDR_1
Q8RWD0	140	219	IDR_2
Q8RWD0	220	299	IDR_3
Q8RWD0	300	379	IDR_4
Q8RWD0	380	417	IDR_5
Q9S7H1	1	73	IDR_1
Q8GYA5	1	80	IDR_1
Q42400	1	38	IDR_1
Q8H0T9	303	382	IDR_1
Q8H0T9	383	462	IDR_2
Q8H0T9	463	542	IDR_3
Q8H0T9	543	622	IDR_4
Q8H0T9	623	667	IDR_5
O04350	83	113	IDR_1
Q9SZW6	343	401	IDR_1
Q8VZ74	1	80	IDR_1
Q8VZ74	81	125	IDR_2
Q5HZ00	1	80	IDR_1
Q9SMP6	1	80	IDR_1
Q9SMP6	81	110	IDR_2
Q8GUJ5	1	80	IDR_1
Q8GUJ5	81	160	IDR_2
Q8GUJ5	161	240	IDR_3
Q8GUJ5	241	320	IDR_4
Q8GUJ5	321	381	IDR_5
Q9ZV43	1	80	IDR_1
Q9ZV43	81	160	IDR_2
Q9ZV43	161	240	IDR_3
Q9ZV43	241	320	IDR_4
Q9ZV43	321	374	IDR_5
Q9SR96	415	494	IDR_1
B3H4P0	121	200	IDR_1
Q5XVK1	152	231	IDR_1
Q5XVK1	232	272	IDR_2
Q9SZZ4	177	255	IDR_1
F4IBM1	1	32	IDR_1
Q9ZQ80	132	187	IDR_1
Q9SN77	86	138	IDR_1
Q9SYA9	1	80	IDR_1
Q9SYA9	81	154	IDR_2
Q9LJH8	1	53	IDR_1
F4J2C8	601	656	IDR_1
Q9SZE2	1	49	IDR_1
F4J7T6	821	884	IDR_1
P15458	1	80	IDR_1
Q9ZTX9	151	188	IDR_1
P0DKC0	1	67	IDR_1
O65567	1	80	IDR_1
O65567	81	111	IDR_2
Q9SB89	1	80	IDR_1
Q9SB89	81	151	IDR_2
Q8RWW7	305	337	IDR_1
Q9SR04	1	45	IDR_1
Q94JW9	1	80	IDR_1
Q8GYE0	362	398	IDR_1
Q9M8Y0	1	38	IDR_1
Q8L8M9	1	80	IDR_1
Q8L8M9	81	160	IDR_2
Q8L8M9	161	240	IDR_3
Q6LA43	1	44	IDR_1
Q9C6S8	1	80	IDR_1
Q9C6S8	81	160	IDR_2
Q9C6S8	161	240	IDR_3
Q9C6S8	241	320	IDR_4
Q9C6S8	321	371	IDR_5
Q39183	545	586	IDR_1
Q9SE83	810	889	IDR_1
B5X565	1	80	IDR_1
B5X565	81	149	IDR_2
Q9C8B5	84	163	IDR_1
A0A1P8B786	207	256	IDR_1
Q9SCS7	146	213	IDR_1
