 Q87TT9	187	205
 Q87TU1	1	71
 Q87U15	444	483
 Q87U43	1	20
 Q87U43	77	111
 Q87UR6	1	28
 Q87UT5	1	27
 Q87UU1	1	40
 Q87UU1	250	300
 Q87VW3	1	43
 Q87VW3	214	250
 Q87VW3	320	342
 Q87WI5	1	23
 Q87WM7	1	18
 Q87WM7	961	981
 Q87WM7	2010	2040
 Q87WM7	2333	2373
 Q87X98	1	29
 Q87XX8	1	376
 Q87XX8	429	798
 Q87XX8	888	1222
 Q87Y32	1	14
 Q87YJ5	431	445
 Q87Z96	1	26
 Q87ZC6	389	416
 Q87ZE5	1	27
 Q882R9	1	26
 Q882V8	1	17
 Q883W1	917	996
 Q884K6	1	138
 Q884K6	244	277
 Q884W1	1	27
 Q884W1	359	378
 Q884X0	1	327
 Q884X0	410	474
 Q886H0	1	25
 Q886S9	165	203
 Q887E8	1	68
 Q887J6	1	35
 Q887Q0	1	15
 Q888B8	1	18
 Q888F0	1	15
 Q888T6	1	13
 Q889H7	1	13
 Q889H7	448	465
 Q889I6	1	29
 Q88AE8	1	33
 Q88AM1	1	111
 Q88AY2	1	20
 Q88BU5	198	278
 A7WK46	107	127
 A7WK46	214	244
 Q87TY2	93	105
 Q87TY2	630	648
 Q87UE1	1	22
 Q87UH5	1	23
 Q87UI6	1	14
 Q87UT3	1	28
 Q87VI4	1	113
 Q87VI4	278	341
 Q87W65	1	34
 Q87X23	1	30
 Q87XF6	1	21
 Q87Y36	143	155
 Q87Y63	1	15
 Q87Z16	1	25
 Q880D2	1	14
 Q880K6	1106	1133
 Q882F0	1	324
 Q882P5	1	13
 Q883L3	1	28
 Q883V8	1	22
 Q883X2	1	38
 Q884D8	1	34
 Q884F2	1	32
 Q884H8	1	33
 Q884I4	1	19
 Q884M1	1	39
 Q884S7	1	34
 Q884W9	1	59
 Q885J0	430	444
 Q885L8	173	257
 Q885M7	1	30
 Q886I0	1	17
 Q886P3	235	247
 Q886X5	344	367
 Q887C1	1	22
 Q887C1	683	699
 Q888Z6	1	43
 Q889M8	62	82
 Q88AW3	43	85
 Q88AW3	212	235
 Q88BR3	1	167
 Q88BR3	276	288
 Q88BR3	349	361
 Q88BT7	1	13
 Q9L6W9	340	354
 Q1XFZ6	1	82
 Q1XFZ7	1	83
 Q87UQ9	1	21
 Q87UU7	1	28
 Q87V53	1	33
 Q87VK4	1	13
 Q87W74	1	13
 Q87W82	1	57
 Q87WI6	1	24
 Q87XM2	1	17
 Q87XM2	266	301
 Q87Y38	1	57
 Q87Y57	1	93
 Q87YG4	1	60
 Q87YQ3	286	301
 Q87YQ3	560	617
 Q87YW8	1	20
 Q87Z60	1	38
 Q87ZC7	1	13
 Q87ZC7	319	332
 Q87ZP9	581	617
 Q87ZU5	1	23
 Q880N6	1	26
 Q880X4	65	81
 Q881K1	1	32
 Q881T9	1	44
 Q882V9	1	35
 Q883W9	1	26
 Q884M6	1	53
 Q884N8	1	74
 Q885A2	1	98
 Q885N3	83	100
 Q885N5	1	32
 Q885V0	119	131
 Q885V5	86	104
 Q885W1	1	36
 Q885X6	1	59
 Q885X6	208	242
 Q885Z2	1	18
 Q886B0	1	28
 Q886B0	914	970
 Q886G4	241	253
 Q887B9	1	25
 Q887B9	231	256
 Q887C6	1	31
 Q887C6	94	370
 Q887I2	1	28
 Q887T0	1	35
 Q888G1	1	20
 Q888G1	169	200
 Q888W9	1	168
 Q889X0	39	70
 Q88B73	1	22
 Q88BQ6	1	25
 Q87U24	1	54
 Q87U33	142	196
 Q87U45	1	77
 Q87UU8	146	168
 Q87V84	454	565
 Q87V84	651	674
 Q87VK9	1	14
 Q87VK9	711	723
 Q87VN2	1	21
 Q87VT2	1	19
 Q87W63	299	320
 Q87W63	404	429
 Q87WF2	138	157
 Q87X52	1	14
 Q87X52	128	150
 Q87XI3	1	28
 Q87YA9	1	71
 Q87Z49	1	51
 Q87Z49	369	423
 Q87ZT1	316	332
 Q880E7	42	92
 Q881V9	60	75
 Q882B1	1	13
 Q882P1	1	13
 Q883H4	78	93
 Q883H4	283	295
 Q883M2	71	104
 Q883T7	1	24
 Q883T7	126	145
 Q884U9	1	142
 Q886R4	1	15
 Q886Y8	1	13
 Q887G1	1	23
 Q887G3	87	166
 Q887S3	1	37
 Q887V8	1	21
 Q888L2	1	33
 Q888X5	1	24
 Q889A9	1	33
 Q889T3	1	20
 Q889T3	446	478
 Q88AF5	1	25
 Q88AP7	150	332
 Q88AQ3	1	30
 Q88BM4	1	29
 Q87U31	1	13
 Q87UG9	1	49
 Q87UG9	393	445
 Q87UJ6	1	27
 Q87V81	1	17
 Q87W25	1	13
 Q87WJ1	1	26
 Q87WJ1	202	237
 Q87WL2	1	32
 Q87WZ7	1	25
 Q87X82	1	13
 Q87Y06	150	192
 Q87Y15	127	178
 Q87YG1	1	17
 Q87YG1	69	86
 Q87YN2	449	572
 Q87ZS1	143	175
 Q87ZX2	1	49
 Q87ZX2	373	395
 Q880H9	1	28
 Q880H9	528	559
 Q880J5	140	162
 Q880Q0	1	48
 Q880T5	1	26
 Q881G5	535	557
 Q882A2	1	31
 Q882H9	142	155
 Q883I4	1	23
 Q884A3	1	20
 Q885Z9	425	460
 Q886J3	1	123
 Q888X6	1	15
 Q889S8	1	49
 Q88B52	1	66
 Q88BR2	715	762
 Q87TZ3	1	20
 Q87U85	140	202
 Q87U90	1	22
 Q87UN2	1	38
 Q87UN3	1	33
 Q87UP0	496	510
 Q87V10	155	208
 Q87W21	1	44
 Q87WF6	1	96
 Q87X15	235	247
 Q87X68	374	406
 Q87XE1	1	152
 Q87XI7	1	91
 Q87XS7	1	49
 Q87XV3	1	115
 Q87Y47	1	34
 Q87YM9	72	86
 Q87Z90	1	30
 Q87Z90	299	317
 Q87ZE3	1	38
 Q87ZH8	1	13
 Q87ZY2	1	52
 Q880K7	288	342
 Q880M0	197	217
 Q880U9	401	413
 Q881Z0	1	25
 Q882T2	1	13
 Q884A5	1	244
 Q884D3	1	36
 Q884D3	266	288
 Q884H3	1	25
 Q886A3	1	27
 Q887G2	517	550
 Q887L0	1	17
 Q888C3	1	43
 Q888J7	1	22
 Q888J7	726	739
 Q889Z0	1	113
 Q889Z0	461	474
 Q88A70	1	23
 Q88A70	144	197
 Q88BI0	403	416
 Q88BI0	591	651
 Q877R9	1	45
 Q877R9	239	276
 Q87TV6	1	13
 Q87TW4	1	13
 Q87U67	1	15
 Q87UG5	1	40
 Q87UK1	1	32
 Q87UT1	1	26
 Q87V13	1	19
 Q87V13	155	167
 Q87VC5	1	19
 Q87VJ4	69	86
 Q87WG4	1	44
 Q87WQ6	118	138
 Q87WR7	1	15
 Q87XQ8	1	38
 Q87YA5	1	41
 Q87YE2	119	136
 Q87YJ9	336	355
 Q87YS6	1	20
 Q87ZC8	1	18
 Q87ZG8	1	25
 Q87ZL4	467	493
 Q880K3	38	67
 Q880R5	1	27
 Q881Z2	260	282
 Q882U0	237	279
 Q884U7	1	18
 Q885B3	379	465
 Q886D8	1	93
 Q886F8	1	60
 Q887Y7	1	21
 Q888V3	242	305
 Q888V3	688	700
 Q889C1	1	33
 Q889C1	374	513
 Q889E9	1	19
 Q889M3	1	17
 Q889M3	257	287
 Q889P6	285	304
 Q88A43	1	106
 Q88A60	170	221
 Q88AR3	1	21
 Q88AV2	59	81
 Q88BS1	1	323
 Q88BS1	387	404
 Q9F0H3	1	67
 Q877S2	246	269
 Q87TU9	114	144
 Q87UB4	1	29
 Q87UM8	1	17
 Q87UM8	108	140
 Q87UZ4	1	14
 Q87VG7	132	185
 Q87VG7	505	529
 Q87VG7	931	950
 Q87VU7	1	49
 Q87WC9	120	144
 Q87WF8	1	92
 Q87X40	1	21
 Q87X84	1032	1044
 Q87XH9	1	14
 Q87XJ5	71	93
 Q87XX0	1	13
 Q87YV6	1	13
 Q87ZE9	1	19
 Q87ZW9	1	62
 Q880D4	1	108
 Q880R0	1	24
 Q880X0	48	64
 Q882J2	1	22
 Q883N0	1	40
 Q883Z6	77	176
 Q884V7	156	175
 Q884W5	1	38
 Q885I0	1	35
 Q885K1	325	351
 Q887D2	1	53
 Q889F1	130	148
 Q889F1	216	232
 Q889F1	367	407
 Q889H3	1095	1158
 Q88AC4	71	85
 Q88BE8	1	85
 Q88BE8	301	318
 Q88BP2	199	278
 D3NQ19	1	30
 Q87U00	1	157
 Q87U32	235	253
 Q87UC5	522	539
 Q87UX2	1	29
 Q87UZ2	1	18
 Q87VH8	194	327
 Q87W84	1	20
 Q87WH6	1	38
 Q87WM9	297	316
 Q87WQ5	56	256
 Q87WZ0	324	395
 Q87XA2	117	140
 Q87XG7	1	19
 Q87XG8	1	32
 Q87XQ2	1	16
 Q87XQ2	131	252
 Q87Y95	127	161
 Q87YY0	269	291
 Q87Z67	1	16
 Q87ZS0	1	34
 Q880B8	1	19
 Q880C1	1	19
 Q880D0	1	27
 Q880L4	1	17
 Q880R4	1	30
 Q881J7	1	14
 Q881R4	1	23
 Q883U3	1	37
 Q884F9	1	16
 Q884J3	906	918
 Q886B3	1	82
 Q886I2	279	323
 Q888J6	1	41
 Q888N9	1	191
 Q888N9	242	256
 Q888V0	1	14
 Q888V0	381	404
 Q889L8	1	98
 Q88A39	1	54
 Q88A39	136	174
 Q88AB6	135	148
 Q88B89	1	35
 Q88B89	360	376
 Q88BL3	1	42
 Q88BL3	103	324
 Q88BL3	386	404
 Q87UD6	89	207
 Q87UN0	235	264
 Q87UP4	197	220
 Q87UX0	1	17
 Q87UZ0	474	486
 Q87V61	119	141
 Q87VB7	1	27
 Q87VC0	106	138
 Q87VX9	144	166
 Q87W30	115	129
 Q87W30	462	474
 Q87W87	1	70
 Q87W87	112	265
 Q87W98	1	16
 Q87WI7	1	25
 Q87WY4	382	404
 Q87XZ5	1	48
 Q87YE7	1	25
 Q880T9	1	14
 Q881E4	457	493
 Q881X6	1	49
 Q881X6	116	145
 Q881Y2	1	21
 Q882M6	1794	1827
 Q883C2	1	26
 Q883N6	1	23
 Q884S6	1	63
 Q884S6	156	178
 Q884X6	1	55
 Q884X6	241	272
 Q885P1	1	20
 Q886C2	167	466
 Q886F7	1	66
 Q886J8	1	92
 Q887C3	1	36
 Q887F3	1	24
 Q887F8	1	19
 Q887Q2	1	53
 Q887Q2	92	113
 Q887S9	1	34
 Q888H8	1	18
 Q888M4	1	135
 Q888Z7	1	21
 Q889D8	143	171
 Q889F9	1	24
 Q889K1	275	298
 Q889L6	1	32
 Q889L6	151	171
 Q889L6	559	575
 Q88A17	609	714
 Q88AD8	184	332
 Q88BJ2	1	15
 Q88BP4	1	116
 Q88BQ7	1	18
 P59572	1	62
 Q87TR9	114	133
 Q87U04	1	18
 Q87U04	57	73
 Q87U78	1	18
 Q87U87	131	143
 Q87UD5	1	100
 Q87UR1	1	20
 Q87V29	1	27
 Q87V49	1	13
 Q87VE3	1	93
 Q87VE3	177	214
 Q87VG3	1	35
 Q87VK5	283	298
 Q87WC2	1	22
 Q87WC8	1	125
 Q87WJ6	1	14
 Q87XH2	1	21
 Q87YB2	1	20
 Q87YP8	500	512
 Q87YR3	1	31
 Q87YT5	1302	1329
 Q87Z02	1	143
 Q87ZU1	1	15
 Q87ZW3	72	122
 Q880M8	558	604
 Q881G7	501	519
 Q881L6	103	233
 Q882M9	1	14
 Q882Q1	1	17
 Q883A2	1	41
 Q883C8	1	16
 Q883Y3	63	114
 Q884B5	1	52
 Q884E3	1448	1466
 Q884H9	1	36
 Q884I8	419	432
 Q885L1	1	15
 Q885T1	527	563
 Q886K0	1	15
 Q886Z7	1	16
 Q888K4	1	39
 Q889P8	1	30
 Q88AB0	1	19
 Q88AJ7	1	30
 Q88AQ6	1	25
 Q88AT2	1	13
 Q88AZ7	1	17
 Q88BB6	419	433
 Q88BQ0	1	26
 Q88BR0	1	28
 Q88BR0	367	437
 Q7C4I5	1	223
 Q87U27	1	31
 Q87V38	371	390
 Q87W28	1	13
 Q87WX4	1	29
 Q87X21	1	26
 Q87X38	1	27
 Q87X47	1238	1270
 Q87XS0	717	756
 Q87XV7	331	355
 Q87YG3	1	14
 Q87YG3	135	175
 Q87YL4	1	24
 Q87YL4	109	240
 Q87YT7	1	17
 Q87ZH6	1	31
 Q87ZH6	69	91
 Q87ZS6	1	20
 Q882H8	1	74
 Q882H8	224	320
 Q883D0	1	19
 Q883E2	1	14
 Q883E2	578	639
 Q883X0	1	29
 Q884Z5	1	25
 Q884Z5	105	142
 Q885D1	1	37
 Q885D1	918	951
 Q885X4	1	39
 Q886Z1	1	31
 Q886Z1	135	251
 Q887F1	1	33
 Q887F6	1	60
 Q887G9	1	31
 Q888K5	1	170
 Q889B5	102	138
 Q889S5	1	192
 Q889U2	1	14
 Q889W5	211	228
 Q88A48	278	300
 Q88AG4	1	24
 Q88BM2	375	776
 Q88BM2	907	1063
 Q88BM2	1219	1246
 Q88BM2	1364	1389
 D3NQ18	1	13
 D3NQ28	1	20
 P0A163	1	64
 Q87U18	1	21
 Q87UT9	1	37
 Q87UT9	123	156
 Q87UZ7	1	18
 Q87W97	1	82
 Q87WW2	102	147
 Q87XC4	586	607
 Q87XQ4	1	39
 Q87XZ0	1	22
 Q87YI8	1	14
 Q87ZV4	1	35
 Q87ZV4	478	492
 Q87ZV4	891	913
 Q880J1	1	45
 Q880Y8	1	28
 Q881N3	127	165
 Q881N3	406	434
 Q881N9	1	20
 Q881V3	1	13
 Q882T4	616	680
 Q886B1	1	28
 Q886B1	813	835
 Q886T1	263	323
 Q886T1	406	426
 Q887P1	1	27
 Q888H3	1	23
 Q889U8	117	129
 Q88A36	1	57
 Q88AA5	1	16
 Q88AG0	176	211
 Q88AZ1	1	56
 Q88B20	1	25
 G3XDC9	1	198
 Q87US7	417	436
 Q87VB8	1	13
 Q87VB8	377	470
 Q87VB8	549	568
 Q87VB8	611	624
 Q87VH4	1	14
 Q87VS9	1	24
 Q87VS9	221	250
 Q87WH1	36	68
 Q87WJ0	1	68
 Q87WV3	1	42
 Q87X09	1	16
 Q87XA5	1	43
 Q87XA5	399	414
 Q87XV5	1	27
 Q87XY4	1	36
 Q87XY4	92	113
 Q87YP5	193	207
 Q87YY5	1	139
 Q87ZA4	125	143
 Q87ZK9	90	128
 Q87ZN0	1	13
 Q87ZW5	1	87
 Q87ZW5	355	466
 Q87ZW5	523	545
 Q87ZW5	651	664
 Q87ZW5	750	763
 Q87ZW6	1	19
 Q880X2	1	93
 Q881C0	1	14
 Q881W8	1	20
 Q881Z8	1	21
 Q883N2	73	104
 Q884K5	131	175
 Q885B0	1	48
 Q886A4	1	18
 Q886E3	1	24
 Q887T8	1	40
 Q888U4	1	69
 Q889C8	1	13
 Q889S3	1	93
 Q889S3	485	501
 Q889S3	720	767
 Q889S7	1	70
 Q88AI5	1	26
 Q88AM2	1	18
 Q88BL6	1	35
 Q87UK5	1	13
 Q87UK5	54	70
 Q87UM9	1	14
 Q87UR0	1	37
 Q87V19	1	32
 Q87W22	1	73
 Q87WH7	1	36
 Q87XP0	1	19
 Q87Y87	150	165
 Q87YI4	1	136
 Q87ZA7	1	24
 Q87ZC1	220	238
 Q87ZX8	1	82
 Q881I5	1	37
 Q881P1	1	104
 Q882I6	1	35
 Q885A3	48	135
 Q885I1	1	53
 Q885I1	108	178
 Q885I1	461	479
 Q885I1	788	804
 Q886K5	407	436
 Q887Z3	1	36
 Q888J5	1	33
 Q888V5	165	179
 Q888Y8	1	45
 Q888Y8	126	207
 Q889D6	1	16
 Q889M6	1	14
 Q88AL9	443	458
 Q88BF0	1	154
 Q88BM5	1	69
 Q88BS4	1	93
 Q87UV4	1	21
 Q87V17	1	32
 Q87VJ6	1	72
 Q87VJ6	349	395
 Q87VK3	102	141
 Q87VQ3	1	82
 Q87VQ3	124	144
 Q87VQ8	1	40
 Q87W78	1	15
 Q87WR1	1	22
 Q87WR1	347	383
 Q87WR1	576	599
 Q87WX9	561	575
 Q87X02	1	52
 Q87X44	1	71
 Q87YH8	1	13
 Q87YX1	1	21
 Q87ZG7	1	33
 Q87ZM0	160	175
 Q880F2	1	23
 Q880M1	190	208
 Q880X3	1	26
 Q881A9	1	27
 Q881E3	210	224
 Q881E3	475	561
 Q881E8	1	22
 Q881K9	132	154
 Q881K9	191	204
 Q881K9	409	423
 Q881X0	1	13
 Q882D8	1	20
 Q882D8	61	80
 Q882I3	1	43
 Q882T7	1	40
 Q882T7	865	877
 Q882T7	919	960
 Q882V4	1	27
 Q882V4	291	312
 Q883Z2	1	16
 Q884J9	1	63
 Q884J9	842	938
 Q884W6	1	64
 Q884Z8	1	47
 Q886G3	342	358
 Q886K9	1	51
 Q887R0	904	922
 Q888D1	1	24
 Q888D1	729	842
 Q888H0	1	33
 Q888V8	139	170
 Q889E7	1	32
 Q88AD5	1	19
 Q88AY4	1	71
 Q88BB3	1	34
 Q88BI6	1	13
 Q88BU0	1	33
 Q88BU0	619	651
 G3XDC1	136	164
 Q877L2	1	36
 Q87TS0	1	81
 Q87U02	276	288
 Q87UU5	1	18
 Q87V11	1	18
 Q87V96	1	33
 Q87W61	1	15
 Q87WU9	1	25
 Q87WU9	199	216
 Q87WW8	1	14
 Q87X42	1	18
 Q87XM5	1	14
 Q87XR3	1	23
 Q87Y39	64	263
 Q87YH0	337	379
 Q87YN1	219	348
 Q87YN1	387	471
 Q87YN1	529	551
 Q87YR7	267	283
 Q87YR7	406	427
 Q87YS1	1	17
 Q87Z56	1	13
 Q87Z61	1	32
 Q87ZE1	1	16
 Q87ZQ2	166	182
 Q881H9	231	246
 Q882L8	1	37
 Q882R3	1	13
 Q882X6	1	15
 Q884D2	1	32
 Q884P7	1	29
 Q884S5	1	15
 Q885R8	44	134
 Q885U9	1	23
 Q885U9	161	175
 Q886D0	1	35
 Q889A4	1	42
 Q889T1	1	49
 Q88AL4	1	85
 Q88B84	1	28
 Q88B98	1	16
 Q87UY7	1	91
 Q87V77	240	262
 Q87VB5	1	36
 Q87VB5	1093	1134
 Q87VK8	673	771
 Q87W38	826	840
 Q87W77	1	63
 Q87W77	128	213
 Q87W80	1	58
 Q87WB5	674	691
 Q87WG3	1	22
 Q87WP1	70	121
 Q87WZ3	849	913
 Q87X04	1	18
 Q87X04	189	251
 Q87X04	361	423
 Q87X04	475	523
 Q87X11	127	164
 Q87Y05	67	82
 Q87Y70	101	118
 Q87Z12	1	21
 Q87ZJ9	95	107
 Q880Q5	1	37
 Q880Q5	386	414
 Q880Q7	196	214
 Q881P3	149	180
 Q882S1	384	406
 Q882Y3	1	22
 Q883Q4	1	82
 Q884M7	248	276
 Q886L3	1	45
 Q886L3	101	167
 Q887H3	1	17
 Q888J4	758	858
 Q888J4	920	942
 Q888U5	1	43
 Q88AB2	712	725
 Q88AD9	1	239
 Q88AZ6	99	135
 Q88BK1	1	16
 Q88BQ4	671	703
 Q88BW0	1	14
 Q88BW0	456	471
 Q87TY3	1	39
 Q87V87	1	24
 Q87VH7	1	30
 Q87VH7	194	231
 Q87VM9	376	389
 Q87VM9	669	688
 Q87VP7	1	37
 Q87WK0	66	79
 Q87X46	1	27
 Q87YL8	1	15
 Q87Z69	1	33
 Q87Z94	295	337
 Q87ZA1	344	356
 Q87ZP5	461	482
 Q87ZT9	1	19
 Q87ZT9	246	259
 Q880I6	1	24
 Q880Z7	1	80
 Q882L3	1	39
 Q883P9	331	368
 Q883P9	842	857
 Q883W8	1	33
 Q883X3	650	667
 Q885A1	1	29
 Q885A1	102	122
 Q885F5	1	16
 Q885F8	1	17
 Q885G2	1	31
 Q886D2	1	60
 Q886I7	1	48
 Q886R6	1	68
 Q888E2	88	104
 Q888M7	319	333
 Q888M7	408	425
 Q889F8	1	44
 Q889L1	1	19
 Q889S0	1	18
 Q889X9	1	52
 Q88A95	1	21
 Q88AW6	1	39
 Q88AW6	626	638
 Q88AX3	150	218
 Q88AY7	1	137
 Q88BS0	1	35
 D3NQ17	77	95
 Q1XFZ8	45	74
 Q87TV8	1	20
 Q87TW7	1	41
 Q87UN6	1	24
 Q87UR2	148	191
 Q87VI5	228	254
 Q87VT5	71	92
 Q87VT5	331	357
 Q87VU6	1	25
 Q87W05	1	23
 Q87WX1	1	35
 Q87WY8	1	36
 Q87XI9	1	24
 Q87Y25	1	21
 Q87YN3	1	57
 Q87YN3	289	301
 Q87ZA6	1	19
 Q87ZR1	1	26
 Q880I1	1	92
 Q880J9	1	54
 Q880Z0	1	19
 Q881M7	315	331
 Q881Q5	168	191
 Q881X7	1023	1035
 Q881X8	1	74
 Q881X8	408	444
 Q882E7	1	31
 Q882N3	1	41
 Q882N3	370	386
 Q882N7	1	30
 Q882X5	1	41
 Q884L1	1	47
 Q885C2	1	14
 Q885Z5	154	201
 Q886Q2	259	276
 Q886Q7	1	28
 Q886Q7	818	833
 Q886W4	1	54
 Q887D4	1	13
 Q887H5	1	51
 Q888P8	1	15
 Q888Z9	1	16
 Q888Z9	107	166
 Q888Z9	293	307
 Q889D0	1016	1036
 Q889J8	1	18
 Q88A71	1	24
 Q88BJ7	281	294
 Q88BT3	1	46
 O52376	1	28
 Q87UJ5	275	293
 Q87UQ1	1	27
 Q87WE4	807	819
 Q87WQ9	1	39
 Q87WS2	1	49
 Q87WS2	265	359
 Q87XN0	549	569
 Q87XY3	1	63
 Q87XY3	830	942
 Q87YZ1	1	31
 Q87YZ7	1	13
 Q87Z32	1	25
 Q87ZN4	216	246
 Q87ZN4	316	347
 Q87ZU3	1	26
 Q87ZX6	1	30
 Q87ZX6	295	311
 Q880E2	1	56
 Q880N9	1	57
 Q880V1	1	14
 Q881M4	1	33
 Q882R2	1	19
 Q884I1	1	13
 Q884U4	1	70
 Q885Q7	1	59
 Q886H2	1	106
 Q886N8	231	243
 Q886Y0	1	19
 Q887Q5	1	31
 Q887Q5	364	378
 Q887U9	174	190
 Q887W3	1	75
 Q888X2	1	25
 Q888X2	576	639
 Q888Z4	1	39
 Q888Z4	98	121
 Q889E8	1	19
 Q88A12	141	155
 Q88B65	1	18
 Q88BM1	1	15
 Q88BM7	1	16
 Q88BN5	1	132
 B1GRJ9	1	15
 B1GRJ9	260	408
 P59571	1	38
 P59571	347	439
 Q877T0	1	40
 Q87TU0	1	15
 Q87U92	533	553
 Q87U92	626	678
 Q87V12	1	29
 Q87V24	467	504
 Q87VG0	1	109
 Q87VG0	277	328
 Q87VG0	465	479
 Q87VN3	48	77
 Q87WB0	1	14
 Q87WF5	110	129
 Q87WN6	1	14
 Q87WN6	118	173
 Q87YB6	1	30
 Q87YB6	634	693
 Q87YP7	1	23
 Q87ZB5	37	67
 Q87ZB5	275	291
 Q87ZB5	643	657
 Q87ZL1	73	91
 Q87ZM9	1	57
 Q87ZU4	324	344
 Q87ZU4	556	599
 Q87ZU6	1	25
 Q87ZU6	66	97
 Q880Z8	1	22
 Q881N6	1	21
 Q882H2	94	107
 Q882Z0	47	242
 Q884X8	1	21
 Q884X8	293	401
 Q884X8	514	594
 Q885Q6	442	485
 Q886I3	1	63
 Q886J0	1	21
 Q886T4	1	13
 Q886T4	1613	1706
 Q886V6	1	19
 Q888A9	470	482
 Q888J8	1	74
 Q888Q1	962	982
 Q888R7	1	16
 Q888R7	235	249
 Q888R7	609	633
 Q888Y6	1	20
 Q889U0	1	85
 Q889U0	182	196
 Q88BM0	1	78
 Q88BM0	149	161
 Q52473	1	113
 Q87UH7	1	15
 Q87WA5	1	21
 Q87WE1	1	21
 Q87WL1	268	285
 Q87WN9	1	18
 Q87WN9	168	187
