0	1	2	3
HopAB1r 	316	395	Middle_1
HopAB1r 	485	527	Middle_1
HopAB1i 	1	80	N-terminal_1
HopAB1i 	81	145	N-terminal_2
HopAB1i 	214	293	Middle_1
HopAB1i 	485	539	Middle_1
HopAB1s 	1	80	N-terminal_1
HopAB1s 	81	143	N-terminal_2
HopAB1s 	216	295	Middle_1
HopAB1j 	1	80	N-terminal_1
HopAB1j 	81	145	N-terminal_2
HopAB1j 	214	293	Middle_1
HopAB1j 	350	414	Middle_1
HopAB1g 	1	80	N-terminal_1
HopAB1g 	81	144	N-terminal_2
HopAB1g 	216	295	Middle_1
HopAB1g 	483	535	Middle_1
HopAB1d 	1	80	N-terminal_1
HopAB1d 	81	121	N-terminal_2
HopAB1d 	188	267	Middle_1
HopAB1d 	343	374	Middle_1
HopAB1a 	1	80	N-terminal_1
HopAB1a 	167	242	Middle_1
HopAB1a 	311	355	Middle_1
HopAB1o 	1	80	N-terminal_1
HopAB1o 	81	160	N-terminal_2
HopAB1o 	228	307	Middle_1
HopAB1n 	1	80	N-terminal_1
HopAB1n 	176	252	Middle_1
HopAB1n 	427	466	Middle_1
HopAB1af 	1	80	N-terminal_1
HopAB1af 	81	144	N-terminal_2
HopAB1af 	212	291	Middle_1
HopAB1af 	346	425	C-terminal_1
HopAB1p 	1	80	N-terminal_1
HopAB1p 	81	142	N-terminal_2
HopAB1p 	217	296	Middle_1
HopAB1e 	1	80	N-terminal_1
HopAB1e 	81	133	N-terminal_2
HopAR1a 	1	80	N-terminal_1
HopAR1a 	81	142	N-terminal_2
HopAR1g 	1	80	N-terminal_1
HopAR1g 	81	141	N-terminal_2
HopAR1b 	1	80	N-terminal_1
HopAR1b 	81	160	N-terminal_2
HopAR1c 	1	80	N-terminal_1
HopAR1c 	81	135	N-terminal_2
HopAR1e 	1	80	N-terminal_1
HopAR1e 	81	134	N-terminal_2
HopAR1f 	1	80	N-terminal_1
HopAR1d 	1	80	N-terminal_1
HopAR1d 	81	139	N-terminal_2
HopAR1h 	1	80	N-terminal_1
HopAR1h 	81	134	N-terminal_2
HopC1c 	1	32	N-terminal_1
HopC1d 	1	33	N-terminal_1
HopC1a 	1	36	N-terminal_1
HopC1b 	1	38	N-terminal_1
HopAW1a 	1	32	N-terminal_1
AvrA1a 	1	80	N-terminal_1
AvrA1a 	81	160	N-terminal_2
HopAT1b 	1	80	N-terminal_1
HopAT1b 	81	133	N-terminal_2
HopAT1b 	389	468	Middle_1
HopAT1b 	623	677	Middle_1
HopAT1b 	772	806	C-terminal_1
HopBL1a 	402	481	Middle_1
HopBL1a 	482	553	Middle_2
HopBL1b 	1	57	N-terminal_1
HopBL1b 	412	491	Middle_1
HopBL1b 	696	731	C-terminal_1
HopAT1o 	1	80	N-terminal_1
HopAT1c 	1	80	N-terminal_1
HopAT1g 	1	80	N-terminal_1
HopAT1m 	1	80	N-terminal_1
HopAT1i 	1	80	N-terminal_1
HopAH1e 	1	80	N-terminal_1
HopAH1e 	81	160	N-terminal_2
HopAH1e 	339	418	C-terminal_1
HopAH1b 	1	80	N-terminal_1
HopAH1b 	81	160	N-terminal_2
HopAH1b 	358	427	C-terminal_1
HopAH1c 	1	80	N-terminal_1
HopAH1c 	81	159	N-terminal_2
HopAH1k 	1	80	N-terminal_1
HopAH1k 	81	159	N-terminal_2
HopAH1q 	1	80	N-terminal_1
HopAH1q 	81	158	N-terminal_2
HopAH1q 	353	421	C-terminal_1
HopAH1f 	1	80	N-terminal_1
HopAH1f 	81	151	N-terminal_2
HopAH1h 	1	80	N-terminal_1
HopAH1h 	81	117	N-terminal_2
HopH1c 	92	171	C-terminal_1
HopH1c 	172	221	C-terminal_2
HopBQ1a 	1	80	N-terminal_1
HopBQ1a 	81	110	N-terminal_2
AvrB2c 	1	80	N-terminal_1
AvrB2g 	1	80	N-terminal_1
AvrB2g 	81	111	N-terminal_2
AvrB2e 	1	58	N-terminal_1
AvrB2d 	1	52	N-terminal_1
AvrB2a 	1	50	N-terminal_1
AvrB2b 	1	42	N-terminal_1
HopK1d 	1	72	N-terminal_1
HopK1e 	1	80	N-terminal_1
HopK1e 	81	151	N-terminal_2
HopK1a 	1	80	N-terminal_1
HopK1a 	81	156	N-terminal_2
HopK1b 	1	80	N-terminal_1
HopK1b 	81	151	N-terminal_2
HopAQ1a 	1	80	N-terminal_1
HopBD1d 	1	61	N-terminal_1
HopBD1g 	1	41	N-terminal_1
HopBD1j 	1	64	N-terminal_1
HopBD1b 	1	62	N-terminal_1
HopBD1a 	1	63	N-terminal_1
HopW1a 	1	32	N-terminal_1
HopW1i 	1	53	N-terminal_1
HopW1i 	367	429	Middle_1
HopW1i 	731	810	C-terminal_1
HopW1i 	811	890	C-terminal_2
HopW1i 	891	922	C-terminal_3
HopW1n 	1	36	N-terminal_1
HopW1n 	704	783	C-terminal_1
HopW1n 	784	863	C-terminal_2
HopW1n 	864	922	C-terminal_3
HopW1c 	1	34	N-terminal_1
HopW1c 	804	883	C-terminal_1
HopW1c 	884	916	C-terminal_2
HopW1b 	1	38	N-terminal_1
HopW1b 	369	437	Middle_1
HopW1b 	795	874	C-terminal_1
HopW1b 	875	914	C-terminal_2
HopW1e 	1	34	N-terminal_1
HopW1e 	809	888	C-terminal_1
HopW1m 	1	59	N-terminal_1
HopW1m 	276	351	Middle_1
HopW1m 	670	749	C-terminal_1
HopW1h 	1	53	N-terminal_1
HopW1h 	280	349	Middle_1
HopW1h 	670	749	C-terminal_1
HopW1f 	1	50	N-terminal_1
HopW1f 	314	351	Middle_1
HopW1j 	1	54	N-terminal_1
HopW1t 	1	56	N-terminal_1
HopB2d 	1129	1164	Middle_1
HopAA1a 	1	38	N-terminal_1
HopAA1a 	307	386	C-terminal_1
HopAA1a 	387	466	C-terminal_2
HopAA1m 	1	48	N-terminal_1
HopAA1m 	116	195	C-terminal_1
HopAA1m 	196	275	C-terminal_2
HopAA1m 	276	355	C-terminal_3
HopAA1m 	356	435	C-terminal_4
HopAA1m 	436	489	C-terminal_5
HopAA1b 	1	36	N-terminal_1
HopAA1b 	417	487	C-terminal_1
HopAA1e 	1	34	N-terminal_1
HopAA1e 	310	389	C-terminal_1
HopAA1e 	390	469	C-terminal_2
HopAA1c 	114	178	Middle_1
HopAA1c 	234	313	C-terminal_1
HopAA1c 	314	393	C-terminal_2
HopAA1c 	394	473	C-terminal_3
HopAA1d 	1	35	N-terminal_1
HopAA1d 	405	484	C-terminal_1
HopAA1q 	1	37	N-terminal_1
HopAA1q 	123	202	C-terminal_1
HopAA1q 	203	282	C-terminal_2
HopAA1q 	283	362	C-terminal_3
HopAA1q 	363	442	C-terminal_4
HopAA1q 	443	485	C-terminal_5
HopAA1f 	453	483	C-terminal_1
HopAA1k 	1	31	N-terminal_1
HopAA1k 	405	484	C-terminal_1
HopAA1o 	452	483	C-terminal_1
HopY1b 	66	145	Middle_1
HopY1b 	146	217	Middle_2
HopY1a 	1	80	N-terminal_1
HopY1a 	81	160	N-terminal_2
HopY1a 	161	240	N-terminal_3
HopY1a 	241	287	N-terminal_4
HopY1h 	1	80	N-terminal_1
HopY1h 	81	160	N-terminal_2
HopY1h 	161	214	N-terminal_3
HopY1f 	98	177	Middle_1
HopY1f 	178	218	Middle_2
HopY1c 	106	185	Middle_1
HopY1c 	186	221	Middle_2
HopAF1c 	1	59	N-terminal_1
HopAF1a 	1	52	N-terminal_1
HopAF1j 	1	53	N-terminal_1
HopAF1d 	1	52	N-terminal_1
HopAF1e 	1	53	N-terminal_1
HopAF1l 	1	53	N-terminal_1
HopAF1k 	1	53	N-terminal_1
HopAF1f 	1	53	N-terminal_1
HopAF1h 	1	52	N-terminal_1
HopAF1o 	1	52	N-terminal_1
HopAF1b 	1	50	N-terminal_1
HopAF1n 	1	50	N-terminal_1
HopAG1b 	1	58	N-terminal_1
HopAG1g 	1	31	N-terminal_1
HopAG1a 	1	47	N-terminal_1
HopAG1l 	1	45	N-terminal_1
HopR1a 	1	60	N-terminal_1
HopR1b 	1	57	N-terminal_1
HopR1b 	634	678	Middle_1
HopR1b 	1685	1718	Middle_1
HopR1f 	1	66	N-terminal_1
HopR1f 	637	682	Middle_1
HopR1f 	1680	1719	Middle_1
HopR1c 	1	65	N-terminal_1
HopR1c 	634	678	Middle_1
HopR1c 	1680	1714	Middle_1
HopR1c 	1768	1847	Middle_1
HopR1c 	1848	1895	Middle_2
HopR1g 	1	65	N-terminal_1
HopR1g 	636	691	Middle_1
HopR1g 	1680	1719	Middle_1
HopAS1i 	1	80	N-terminal_1
HopAS1i 	81	160	N-terminal_2
HopAS1i 	682	733	Middle_1
HopAS1b 	1	80	N-terminal_1
HopAS1b 	680	729	Middle_1
HopAS1h 	1	80	N-terminal_1
HopAS1h 	81	160	N-terminal_2
HopAS1h 	676	727	Middle_1
HopAS1c 	1	80	N-terminal_1
HopAS1c 	81	160	N-terminal_2
HopAS1c 	672	720	Middle_1
HopAS1a 	1	80	N-terminal_1
HopAS1a 	81	160	N-terminal_2
HopAS1a 	674	724	Middle_1
HopAS1d 	1	80	N-terminal_1
HopAS1d 	81	160	N-terminal_2
HopAS1d 	674	723	Middle_1
HopAS1e 	1	80	N-terminal_1
HopAS1e 	81	160	N-terminal_2
HopAS1e 	678	729	Middle_1
HopAS1e 	1130	1164	Middle_1
HopAS1e 	1273	1329	C-terminal_1
HopL1a 	668	716	Middle_1
HopAU1a 	1	51	N-terminal_1
HopAU1a 	614	693	C-terminal_1
HopAU1a 	694	731	C-terminal_2
HopAL1a 	1	77	N-terminal_1
HopAL1b 	1	80	N-terminal_1
HopAD1b 	1	37	N-terminal_1
HopAD1b 	628	675	C-terminal_1
HopAD1a 	1	34	N-terminal_1
HopBI1b 	1	80	N-terminal_1
HopBI1a 	1	79	N-terminal_1
HopAX1a 	1	49	N-terminal_1
HopAX1a 	101	163	Middle_1
HopAX1f 	1	37	N-terminal_1
HopAX1d 	1	38	N-terminal_1
HopAX1d 	113	163	Middle_1
HopBH1a 	1	80	N-terminal_1
HopBH1a 	81	160	N-terminal_2
HopBH1a 	161	202	N-terminal_3
HopBH1a 	256	335	C-terminal_1
HopBH1a 	336	415	C-terminal_2
HopT1a 	1	37	N-terminal_1
HopT1d 	1	37	N-terminal_1
HopAM1b 	1	41	N-terminal_1
HopAM1b 	234	276	C-terminal_1
HopAM1d 	1	41	N-terminal_1
HopAM1d 	239	276	C-terminal_1
HopAM1a 	1	42	N-terminal_1
HopBJ1b 	1	56	N-terminal_1
HopBA1a 	1	31	N-terminal_1
HopE1b 	1	31	N-terminal_1
HopBF1a 	1	34	N-terminal_1
HopBF1c 	1	43	N-terminal_1
HopF1e 	1	42	N-terminal_1
HopF1a 	1	48	N-terminal_1
HopF1q 	1	72	N-terminal_1
HopBP1b 	1	80	N-terminal_1
HopBP1b 	81	131	N-terminal_2
HopBP1b 	339	411	C-terminal_1
HopBP1g 	1	80	N-terminal_1
HopBP1g 	81	130	N-terminal_2
HopBP1g 	338	410	C-terminal_1
HopBP1c 	1	80	N-terminal_1
HopBP1c 	81	130	N-terminal_2
HopBP1c 	334	408	C-terminal_1
HopBP1a 	1	80	N-terminal_1
HopBP1a 	81	131	N-terminal_2
HopBP1a 	330	407	C-terminal_1
HopBP1f 	1	80	N-terminal_1
HopBP1f 	81	131	N-terminal_2
HopZ1d 	1	54	N-terminal_1
HopZ1b 	1	46	N-terminal_1
HopZ1j 	1	49	N-terminal_1
HopZ1i 	1	47	N-terminal_1
HopZ2a 	1	56	N-terminal_1
HopZ2a 	298	362	C-terminal_1
HopZ2b 	1	57	N-terminal_1
HopZ2b 	298	362	C-terminal_1
HopZ2c 	1	57	N-terminal_1
HopZ2c 	292	322	C-terminal_1
HopZ4a 	247	326	C-terminal_1
AvrE1d 	1	80	N-terminal_1
AvrE1d 	81	160	N-terminal_2
AvrE1d 	161	240	N-terminal_3
AvrE1d 	1475	1514	Middle_1
AvrE1f 	1	80	N-terminal_1
AvrE1f 	81	160	N-terminal_2
AvrE1f 	161	226	N-terminal_3
AvrE1f 	1449	1492	Middle_1
AvrE1e 	1	80	N-terminal_1
AvrE1e 	81	160	N-terminal_2
AvrE1e 	161	240	N-terminal_3
AvrE1e 	1453	1486	Middle_1
AvrE1k 	1	80	N-terminal_1
AvrE1k 	81	160	N-terminal_2
AvrE1k 	161	240	N-terminal_3
AvrE1k 	1454	1486	Middle_1
AvrE1h 	1	80	N-terminal_1
AvrE1h 	81	160	N-terminal_2
AvrE1h 	161	240	N-terminal_3
AvrE1h 	1445	1491	Middle_1
AvrE1g 	1	80	N-terminal_1
AvrE1g 	81	160	N-terminal_2
AvrE1g 	161	240	N-terminal_3
AvrE1g 	1449	1487	Middle_1
AvrE1s 	1	80	N-terminal_1
AvrE1s 	81	160	N-terminal_2
AvrE1s 	161	213	N-terminal_3
AvrE1j 	1	80	N-terminal_1
AvrE1j 	81	160	N-terminal_2
AvrE1j 	1393	1446	Middle_1
AvrE1a 	1	80	N-terminal_1
AvrE1a 	81	158	N-terminal_2
AvrE1a 	1376	1406	Middle_1
AvrE1p 	1	80	N-terminal_1
AvrE1p 	81	150	N-terminal_2
AvrE1p 	1353	1407	Middle_1
AvrE1i 	1	80	N-terminal_1
AvrE1i 	81	148	N-terminal_2
HopF1d 	1	80	N-terminal_1
HopF1d 	81	160	N-terminal_2
HopF1d 	161	216	N-terminal_3
HopF1p 	1	54	N-terminal_1
HopF1c 	1	35	N-terminal_1
HopF1i 	1	80	N-terminal_1
HopF1i 	81	118	N-terminal_2
HopF1m 	1	34	N-terminal_1
HopF1g 	1	42	N-terminal_1
HopF1l 	1	41	N-terminal_1
HopF1r 	1	37	N-terminal_1
HopF1j 	1	37	N-terminal_1
HopF3a 	1	51	N-terminal_1
HopF1b 	1	38	N-terminal_1
HopF1k 	1	53	N-terminal_1
HopO2e 	1	80	N-terminal_1
HopO2e 	81	113	N-terminal_2
HopO2e 	205	284	C-terminal_1
HopO2a 	1	80	N-terminal_1
HopO2a 	81	112	N-terminal_2
HopO2a 	205	284	C-terminal_1
HopO2d 	1	80	N-terminal_1
HopO2d 	81	115	N-terminal_2
HopO2d 	203	282	C-terminal_1
HopO2c 	1	80	N-terminal_1
HopO2b 	1	80	N-terminal_1
HopO2b 	81	125	N-terminal_2
HopO1f 	1	80	N-terminal_1
HopO1c 	1	80	N-terminal_1
HopO1c 	228	301	C-terminal_1
HopO1a 	1	80	N-terminal_1
HopO1b 	1	71	N-terminal_1
HopO1d 	1	80	N-terminal_1
HopO1d 	173	207	C-terminal_1
HopA1l 	93	125	Middle_1
HopA1c 	98	131	Middle_1
HopA1a 	101	132	Middle_1
HopA1g 	65	127	Middle_1
HopM1s 	1	61	N-terminal_1
HopM1s 	551	630	Middle_1
HopM1s 	631	710	Middle_2
HopM1s 	801	836	C-terminal_1
HopM1af 	1	80	N-terminal_1
HopM1af 	600	679	C-terminal_1
HopM1af 	680	759	C-terminal_2
HopM1v 	1	61	N-terminal_1
HopM1v 	555	634	C-terminal_1
HopM1v 	635	714	C-terminal_2
HopM1v 	715	765	C-terminal_3
HopM1d 	1	80	N-terminal_1
HopM1d 	620	699	C-terminal_1
HopM1d 	700	745	C-terminal_2
HopM1b 	1	59	N-terminal_1
HopM1b 	550	629	C-terminal_1
HopM1b 	630	709	C-terminal_2
HopM1b 	710	744	C-terminal_3
HopM1t 	1	58	N-terminal_1
HopM1t 	553	632	C-terminal_1
HopM1t 	633	712	C-terminal_2
HopM1t 	713	742	C-terminal_3
HopM1y 	1	59	N-terminal_1
HopM1y 	615	694	C-terminal_1
HopM1y 	695	725	C-terminal_2
HopM1g 	1	69	N-terminal_1
HopM1g 	410	447	Middle_1
HopM1g 	547	626	C-terminal_1
HopM1g 	627	706	C-terminal_2
HopM1x 	1	70	N-terminal_1
HopM1x 	682	718	C-terminal_1
HopM1r 	1	69	N-terminal_1
HopM1r 	675	718	C-terminal_1
HopM1f 	1	80	N-terminal_1
HopM1f 	564	643	C-terminal_1
HopM1f 	644	715	C-terminal_2
HopM1h 	1	58	N-terminal_1
HopM1n 	1	58	N-terminal_1
HopM1n 	504	544	Middle_1
HopM1n 	596	675	C-terminal_1
HopM1j 	1	59	N-terminal_1
HopM1j 	599	678	C-terminal_1
HopV1b 	1	60	N-terminal_1
HopV1j 	1	57	N-terminal_1
HopV1i 	1	62	N-terminal_1
HopV1k 	1	61	N-terminal_1
HopV1o 	1	58	N-terminal_1
HopV1g 	1	60	N-terminal_1
HopV1d 	1	57	N-terminal_1
HopV1n 	1	58	N-terminal_1
HopN1a 	1	40	N-terminal_1
AvrB2f 	1	44	N-terminal_1
AvrE1aa 	1	80	N-terminal_1
AvrE1aa 	81	160	N-terminal_2
AvrE1aa 	161	210	N-terminal_3
AvrE1b 	1	80	N-terminal_1
AvrE1b 	81	160	N-terminal_2
AvrE1b 	161	236	N-terminal_3
AvrE1b 	1446	1487	Middle_1
AvrE1c 	1	80	N-terminal_1
AvrE1c 	81	160	N-terminal_2
AvrE1c 	161	240	N-terminal_3
AvrE1c 	241	320	N-terminal_4
AvrE1c 	321	354	N-terminal_5
AvrE1c 	1553	1606	Middle_1
AvrE1l 	1	80	N-terminal_1
AvrE1l 	81	160	N-terminal_2
AvrE1l 	161	240	N-terminal_3
AvrE1l 	1460	1498	Middle_1
AvrE1m 	1	80	N-terminal_1
AvrE1m 	81	160	N-terminal_2
AvrE1m 	161	225	N-terminal_3
AvrE1m 	1421	1464	Middle_1
AvrE1n 	1	80	N-terminal_1
AvrE1n 	81	160	N-terminal_2
AvrE1n 	161	240	N-terminal_3
AvrE1n 	241	320	N-terminal_4
AvrE1n 	321	400	N-terminal_5
AvrE1n 	805	878	Middle_1
AvrE1n 	1086	1165	Middle_1
AvrE1n 	1529	1559	Middle_1
AvrE1n 	1792	1860	C-terminal_1
AvrE1o 	1	78	N-terminal_1
AvrE1o 	1277	1319	Middle_1
AvrE1q 	1	80	IDP_1
AvrE1q 	81	160	IDP_2
AvrE1q 	161	240	IDP_3
AvrE1x 	1	80	N-terminal_1
AvrE1x 	81	160	N-terminal_2
AvrE1x 	161	240	N-terminal_3
AvrE1x 	241	270	N-terminal_4
AvrE1x 	779	846	Middle_1
AvrE1x 	1054	1133	Middle_1
AvrE1x 	1758	1828	C-terminal_1
AvrE1y 	1	80	N-terminal_1
AvrE1y 	81	160	N-terminal_2
AvrE1y 	161	190	N-terminal_3
AvrE1y 	265	304	Middle_1
AvrE1y 	1378	1457	Middle_1
AvrE1y 	1458	1537	Middle_2
AvrE1y 	1657	1719	C-terminal_1
AvrE1z 	1	80	N-terminal_1
AvrE1z 	81	160	N-terminal_2
AvrE1z 	161	199	N-terminal_3
AvrE1z 	1425	1461	Middle_1
AvrPto1g 	1	80	IDP_1
AvrPto1g 	81	160	IDP_2
AvrPto1j 	1	80	IDP_1
AvrPto1j 	81	160	IDP_2
AvrPto1j 	161	240	IDP_3
AvrPto1n 	1	61	N-terminal_1
AvrPto1n 	132	166	C-terminal_1
AvrRpm1c 	1	51	N-terminal_1
AvrRpm1g 	1	80	IDP_1
AvrRpm1g 	81	160	IDP_2
AvrRpm1g 	161	229	IDP_3
AvrRpt2a 	1	80	N-terminal_1
AvrRpt2b 	1	80	N-terminal_1
AvrRpt2c 	1	80	N-terminal_1
HopA1m 	1	56	N-terminal_1
HopA1p 	1	49	N-terminal_1
HopA1q 	65	132	Middle_1
HopAA1h 	1	39	N-terminal_1
HopAA1i 	1	36	N-terminal_1
HopAA1i 	122	201	C-terminal_1
HopAA1i 	202	281	C-terminal_2
HopAA1i 	282	361	C-terminal_3
HopAA1i 	362	441	C-terminal_4
HopAA1i 	442	485	C-terminal_5
HopAA1l 	1	40	N-terminal_1
HopAA1l 	143	189	C-terminal_1
HopAA1p 	1	38	N-terminal_1
HopAA1p 	146	225	C-terminal_1
HopAB1aa 	1	40	N-terminal_1
HopAB1aa 	111	190	Middle_1
HopAB1aa 	264	297	Middle_1
HopAB1aa 	371	423	C-terminal_1
HopAB1ab 	1	80	N-terminal_1
HopAB1ab 	81	131	N-terminal_2
HopAB1ab 	200	277	Middle_1
HopAB1ab 	352	386	Middle_1
HopAB1b 	1	80	N-terminal_1
HopAB1b 	81	160	N-terminal_2
HopAB1c 	42	119	Middle_1
HopAB1c 	195	226	Middle_1
HopAB1k 	1	64	N-terminal_1
HopAB1l 	1	64	N-terminal_1
HopAB1m 	1	80	N-terminal_1
HopAB1m 	142	200	C-terminal_1
HopAB1q 	1	80	N-terminal_1
HopAB1q 	81	129	N-terminal_2
HopAB1q 	203	282	Middle_1
HopAB1q 	355	397	Middle_1
HopAB1q 	465	518	Middle_1
HopAB1u 	1	80	N-terminal_1
HopAB1u 	81	129	N-terminal_2
HopAB1u 	203	282	Middle_1
HopAB1u 	283	362	Middle_2
HopAB1u 	363	401	Middle_3
HopAB1u 	469	523	Middle_1
HopAB1v 	1	80	N-terminal_1
HopAB1v 	81	143	N-terminal_2
HopAB1w 	84	122	Middle_1
HopAF1g 	1	53	N-terminal_1
HopAF1i 	1	50	N-terminal_1
HopAG1e 	1	57	IDP_1
HopAG1h 	1	32	N-terminal_1
HopAG1j 	1	62	N-terminal_1
HopAG1n 	1	80	IDP_1
HopAG1n 	81	111	IDP_2
HopAG1p 	1	55	N-terminal_1
HopAH1aa 	1	80	IDP_1
HopAH1t 	1	75	N-terminal_1
HopAI1e 	196	267	C-terminal_1
HopAI1f 	1	69	IDP_1
HopAI1h 	1	75	IDP_1
HopAI1i 	154	230	C-terminal_1
HopAI1l 	1	54	IDP_1
HopAI1n 	1	80	IDP_1
HopAS1f 	1	80	N-terminal_1
HopAS1f 	81	160	N-terminal_2
HopAS1f 	341	377	C-terminal_1
HopAS1g 	1	80	IDP_1
HopAT1a 	717	762	C-terminal_1
HopAT1d 	717	763	C-terminal_1
HopAT1e 	507	538	Middle_1
HopAT1e 	1075	1124	C-terminal_1
HopAT1f 	66	97	C-terminal_1
HopAT1h 	1	80	IDP_1
HopAT1h 	81	122	IDP_2
HopAU1b 	1	80	IDP_1
HopAZ1n 	1	80	IDP_1
HopAZ1s 	1	80	IDP_1
HopAZ1s 	81	145	IDP_2
HopB1c 	1	80	IDP_1
HopB1c 	81	160	IDP_2
HopB1e 	1	80	N-terminal_1
HopB1e 	81	118	N-terminal_2
HopB2k 	1	36	N-terminal_1
HopB2m 	972	1011	C-terminal_1
HopBA1b 	1	66	IDP_1
HopBD1c 	1	60	N-terminal_1
HopBD1e 	1	70	N-terminal_1
HopBD1f 	1	56	N-terminal_1
HopBF1b 	1	43	N-terminal_1
HopBH1b 	1	80	N-terminal_1
HopBH1b 	81	160	N-terminal_2
HopBH1b 	161	202	N-terminal_3
HopBH1b 	259	289	Middle_1
HopBH1c 	1	80	N-terminal_1
HopBH1c 	81	155	N-terminal_2
HopBH1c 	207	282	Middle_1
HopBH1d 	1	80	N-terminal_1
HopBH1d 	81	160	N-terminal_2
HopBJ1a 	1	34	N-terminal_1
HopBN1d 	1	49	N-terminal_1
HopBN1f 	1	49	N-terminal_1
HopBN1g 	1	33	N-terminal_1
HopBP1d 	1	80	IDP_1
HopBP1e 	1	62	N-terminal_1
