0	1	2	3
HopR1b 	634	678	IDR_1
HopAG1b 	1	58	IDR_1
HopF1b 	1	38	IDR_1
HopAI1g 	203	267	IDR_1
HopAB1r 	1	80	IDR_1
HopAB1r 	81	128	IDR_2
HopA1l 	93	125	IDR_1
HopT1d 	1	37	IDR_1
HopAB1aa 	111	190	IDR_1
HopX1d 	216	295	IDR_1
HopX1d 	296	375	IDR_2
HopB2d 	1129	1164	IDR_1
HopAB1r 	201	245	IDR_1
HopF1f 	1	33	IDR_1
AvrE1a 	1	80	IDR_1
AvrE1a 	81	158	IDR_2
HopZ1a 	1	49	IDR_1
HopR1g 	636	691	IDR_1
HopAH1q 	353	421	IDR_1
HopBH1a 	1	80	IDR_1
HopBH1a 	81	160	IDR_2
HopBH1a 	161	202	IDR_3
HopAB1o 	228	307	IDR_1
HopM1i 	1	61	IDR_1
HopAA1k 	1	31	IDR_1
HopAH1c 	1	80	IDR_1
HopAH1c 	81	159	IDR_2
HopBN1f 	1	49	IDR_1
HopBP1f 	1	80	IDR_1
HopBP1f 	81	131	IDR_2
HopAM1d 	239	276	IDR_1
HopBP1a 	1	80	IDR_1
HopBP1a 	81	131	IDR_2
HopG1f 	1	78	IDR_1
HopAB1af 	346	425	IDR_1
HopAR1e 	1	80	IDR_1
HopAR1e 	81	134	IDR_2
HopX1e 	1	80	IDR_1
HopX1e 	81	160	IDR_2
HopX1e 	161	240	IDR_3
HopX1e 	241	320	IDR_4
HopX1e 	321	382	IDR_5
HopW1s 	1	36	IDR_1
HopW1m 	1	59	IDR_1
HopM1s 	1	61	IDR_1
HopAI1l 	1	54	IDR_1
HopX1f 	134	213	IDR_1
HopBH1d 	1	80	IDR_1
HopBH1d 	81	160	IDR_2
HopAB1r 	316	395	IDR_1
HopR1d 	1	62	IDR_1
AvrB2b 	1	42	IDR_1
AvrB2c 	1	80	IDR_1
HopBR1a 	1	80	IDR_1
HopBR1a 	81	133	IDR_2
HopV1b 	1	60	IDR_1
HopAT1i 	1	80	IDR_1
HopR1g 	1680	1719	IDR_1
HopBI1a 	1	79	IDR_1
HopAB1af 	212	291	IDR_1
HopAI1e 	196	267	IDR_1
HopZ2b 	298	362	IDR_1
HopAX1a 	1	49	IDR_1
AvrPto1j 	1	80	IDR_1
AvrPto1j 	81	160	IDR_2
AvrPto1j 	161	240	IDR_3
AvrB2e 	1	58	IDR_1
HopZ1g 	1	50	IDR_1
HopAA1i 	122	201	IDR_1
HopAA1i 	202	281	IDR_2
HopAA1i 	282	361	IDR_3
HopAA1i 	362	441	IDR_4
HopAA1i 	442	485	IDR_5
HopAB1q 	355	397	IDR_1
HopZ1m 	1	48	IDR_1
HopAB1j 	214	293	IDR_1
HopBF1c 	1	43	IDR_1
AvrPto1e 	1	80	IDR_1
AvrPto1e 	81	160	IDR_2
HopBO1c 	112	191	IDR_1
AvrE1x 	779	846	IDR_1
HopM1l 	264	294	IDR_1
HopAB1i 	485	539	IDR_1
HopW1s 	791	870	IDR_1
HopW1s 	871	905	IDR_2
HopAR1c 	1	80	IDR_1
HopAR1c 	81	135	IDR_2
AvrE1o 	1	78	IDR_1
HopV1o 	1	58	IDR_1
HopD1a 	126	205	IDR_1
HopX1a 	1	80	IDR_1
HopZ1h 	247	326	IDR_1
HopZ1h 	327	369	IDR_2
HopAA1p 	1	38	IDR_1
AvrE1y 	1378	1457	IDR_1
AvrE1y 	1458	1537	IDR_2
HopA1p 	1	49	IDR_1
HopBJ1b 	1	56	IDR_1
HopBF1a 	1	34	IDR_1
AvrRpm1a 	1	80	IDR_1
AvrRpm1a 	81	160	IDR_2
AvrRpm1a 	161	228	IDR_3
AvrPto1n 	1	61	IDR_1
HopAR1b 	1	80	IDR_1
HopAR1b 	81	160	IDR_2
HopAB1s 	1	80	IDR_1
HopAB1s 	81	143	IDR_2
HopO1c 	1	80	IDR_1
HopAA1d 	405	484	IDR_1
HopBO1a 	1	57	IDR_1
HopAA1m 	1	48	IDR_1
HopV1n 	1	58	IDR_1
HopAH1b 	358	427	IDR_1
HopBH1a 	256	335	IDR_1
HopBH1a 	336	415	IDR_2
HopD2e 	152	185	IDR_1
HopF1t 	1	36	IDR_1
HopO1f 	1	80	IDR_1
HopO1e 	1	54	IDR_1
HopAF1j 	1	53	IDR_1
HopAA1k 	405	484	IDR_1
HopM1j 	599	678	IDR_1
HopBD1b 	1	62	IDR_1
HopG1c 	1	63	IDR_1
HopAS1h 	1	80	IDR_1
HopAS1h 	81	160	IDR_2
HopI1a 	178	257	IDR_1
HopAB1j 	350	414	IDR_1
HopB1e 	1	80	IDR_1
HopB1e 	81	118	IDR_2
HopAB1af 	1	80	IDR_1
HopAB1af 	81	144	IDR_2
HopAD1b 	628	675	IDR_1
AvrB1b 	1	31	IDR_1
HopAB1w 	84	122	IDR_1
HopAG1h 	1	32	IDR_1
HopR1b 	1685	1718	IDR_1
HopM1b 	1	59	IDR_1
HopAA1o 	452	483	IDR_1
HopM1f 	564	643	IDR_1
HopM1f 	644	715	IDR_2
HopAS1b 	680	729	IDR_1
HopAB1q 	1	80	IDR_1
HopAB1q 	81	129	IDR_2
AvrPto1i 	1	80	IDR_1
AvrPto1i 	81	160	IDR_2
HopM1t 	553	632	IDR_1
HopM1t 	633	712	IDR_2
HopM1t 	713	742	IDR_3
HopAB1u 	203	282	IDR_1
HopAB1u 	283	362	IDR_2
HopAB1u 	363	401	IDR_3
HopAX1f 	1	37	IDR_1
HopAA1e 	1	34	IDR_1
HopAX1d 	1	38	IDR_1
HopAS1b 	1	80	IDR_1
HopAH1f 	1	80	IDR_1
HopAH1f 	81	151	IDR_2
HopC1a 	1	36	IDR_1
AvrE1x 	1	80	IDR_1
AvrE1x 	81	160	IDR_2
AvrE1x 	161	240	IDR_3
AvrE1x 	241	270	IDR_4
HopW1g 	1	41	IDR_1
HopW1h 	1	53	IDR_1
HopAM1b 	1	41	IDR_1
HopI1k 	178	257	IDR_1
HopAB1ab 	200	277	IDR_1
HopAS1e 	678	729	IDR_1
AvrRpt2c 	1	80	IDR_1
AvrRpm1g 	1	80	IDR_1
AvrRpm1g 	81	160	IDR_2
AvrRpm1g 	161	229	IDR_3
HopO1d 	173	207	IDR_1
HopK1c 	1	80	IDR_1
HopK1c 	81	154	IDR_2
HopAG1p 	1	55	IDR_1
HopAR1a 	1	80	IDR_1
HopAR1a 	81	142	IDR_2
HopAA1d 	1	35	IDR_1
HopAH1e 	1	80	IDR_1
HopAH1e 	81	160	IDR_2
AvrE1p 	1353	1407	IDR_1
HopX1i 	1	80	IDR_1
HopX1i 	81	158	IDR_2
HopBJ1a 	1	34	IDR_1
HopBO1a 	115	194	IDR_1
HopW1i 	731	810	IDR_1
HopW1i 	811	890	IDR_2
HopW1i 	891	922	IDR_3
HopAA1i 	1	36	IDR_1
HopQ1a 	1	58	IDR_1
HopD1f 	1	80	IDR_1
AvrE1y 	1	80	IDR_1
AvrE1y 	81	160	IDR_2
AvrE1y 	161	190	IDR_3
HopAA1h 	1	39	IDR_1
AvrE1f 	1	80	IDR_1
AvrE1f 	81	160	IDR_2
AvrE1f 	161	226	IDR_3
HopZ1b 	1	46	IDR_1
HopI1f 	178	256	IDR_1
HopF1d 	1	80	IDR_1
HopF1d 	81	160	IDR_2
HopF1d 	161	216	IDR_3
AvrRpm1e 	1	55	IDR_1
AvrRpm1c 	1	51	IDR_1
HopAF1e 	1	53	IDR_1
HopF1r 	1	37	IDR_1
HopF1e 	1	42	IDR_1
HopI1o 	177	256	IDR_1
AvrE1l 	1460	1498	IDR_1
HopAS1d 	674	723	IDR_1
HopM1af 	600	679	IDR_1
HopM1af 	680	759	IDR_2
HopM1ae 	1	60	IDR_1
HopX1h 	1	80	IDR_1
HopX1h 	81	160	IDR_2
HopM1b 	550	629	IDR_1
HopM1b 	630	709	IDR_2
HopM1b 	710	744	IDR_3
AvrE1i 	1	80	IDR_1
AvrE1i 	81	148	IDR_2
AvrB2g 	1	80	IDR_1
AvrB2g 	81	111	IDR_2
HopAW1a 	1	32	IDR_1
AvrE1e 	1453	1486	IDR_1
HopF1l 	1	41	IDR_1
AvrRpt2b 	1	80	IDR_1
HopW1n 	704	783	IDR_1
HopW1n 	784	863	IDR_2
HopW1n 	864	922	IDR_3
HopD1d 	89	168	IDR_1
HopD1d 	169	209	IDR_2
HopAB1e 	1	80	IDR_1
HopAB1e 	81	133	IDR_2
AvrRpm1h 	1	80	IDR_1
AvrRpm1h 	81	160	IDR_2
AvrRpm1h 	161	228	IDR_3
HopW1n 	1	36	IDR_1
HopZ2b 	1	57	IDR_1
HopAH1t 	1	75	IDR_1
HopAI1a 	190	267	IDR_1
HopM1ad 	1	60	IDR_1
HopAF1k 	1	53	IDR_1
AvrE1aa 	1	80	IDR_1
AvrE1aa 	81	160	IDR_2
AvrE1aa 	161	210	IDR_3
AvrRpm1d 	1	80	IDR_1
HopBO1b 	105	171	IDR_1
HopA1a 	101	132	IDR_1
AvrPto1m 	1	80	IDR_1
AvrPto1m 	81	160	IDR_2
HopAS1a 	674	724	IDR_1
HopBP1c 	334	408	IDR_1
HopR1h 	1	64	IDR_1
HopW1j 	1	54	IDR_1
HopZ2c 	292	322	IDR_1
HopBP1e 	267	341	IDR_1
HopM1j 	1	59	IDR_1
HopAB1g 	1	80	IDR_1
HopAB1g 	81	144	IDR_2
HopW1e 	1	34	IDR_1
HopO2c 	1	80	IDR_1
AvrE1h 	1	80	IDR_1
AvrE1h 	81	160	IDR_2
AvrE1h 	161	240	IDR_3
HopZ1j 	1	49	IDR_1
HopX1b 	1	74	IDR_1
HopI1d 	178	257	IDR_1
HopF1c 	1	35	IDR_1
HopM1g 	410	447	IDR_1
HopF1n 	1	37	IDR_1
HopBO1b 	1	59	IDR_1
HopI1j 	178	256	IDR_1
HopW1l 	1	33	IDR_1
HopAH1aa 	1	80	IDR_1
HopX1c 	1	80	IDR_1
AvrE1k 	1	80	IDR_1
AvrE1k 	81	160	IDR_2
AvrE1k 	161	240	IDR_3
HopO1c 	228	301	IDR_1
HopBP1g 	1	80	IDR_1
HopBP1g 	81	130	IDR_2
HopAF1o 	1	52	IDR_1
AvrRpm1f 	1	45	IDR_1
HopBA1b 	1	66	IDR_1
HopAU1a 	1	51	IDR_1
HopI1h 	178	257	IDR_1
HopI1h 	258	334	IDR_2
HopAG1g 	1	31	IDR_1
HopB1d 	1	80	IDR_1
HopB1d 	81	131	IDR_2
AvrB2a 	1	50	IDR_1
HopR1f 	637	682	IDR_1
HopV1a 	1	80	IDR_1
HopW1c 	1	34	IDR_1
HopBP1d 	1	80	IDR_1
HopAB1l 	1	64	IDR_1
HopAA1a 	307	386	IDR_1
HopAA1a 	387	466	IDR_2
HopAT1h 	1	80	IDR_1
HopAT1h 	81	122	IDR_2
HopW1g 	674	753	IDR_1
HopN1b 	1	31	IDR_1
AvrPto1k 	1	80	IDR_1
AvrPto1k 	81	160	IDR_2
HopW1d 	1	39	IDR_1
HopBD1a 	1	63	IDR_1
AvrE1e 	1	80	IDR_1
AvrE1e 	81	160	IDR_2
AvrE1e 	161	240	IDR_3
HopBD1c 	1	60	IDR_1
HopAA1a 	1	38	IDR_1
HopBQ1a 	1	80	IDR_1
HopBQ1a 	81	110	IDR_2
AvrE1k 	1454	1486	IDR_1
AvrE1p 	1	80	IDR_1
AvrE1p 	81	150	IDR_2
HopAG1n 	1	80	IDR_1
HopAG1n 	81	111	IDR_2
HopAT1e 	1075	1124	IDR_1
HopAB1o 	1	80	IDR_1
HopAB1o 	81	160	IDR_2
AvrE1o 	1277	1319	IDR_1
AvrPto1b 	1	44	IDR_1
AvrE1n 	1086	1165	IDR_1
HopW1g 	279	353	IDR_1
HopAR1f 	1	80	IDR_1
HopM1g 	1	69	IDR_1
HopN1a 	1	40	IDR_1
HopQ1d 	1	56	IDR_1
HopAA1f 	453	483	IDR_1
AvrE1j 	1393	1446	IDR_1
HopO2e 	1	80	IDR_1
HopO2e 	81	113	IDR_2
HopF1p 	1	54	IDR_1
HopV1k 	1	61	IDR_1
HopX1i 	215	294	IDR_1
HopX1i 	295	374	IDR_2
HopM1v 	555	634	IDR_1
HopM1v 	635	714	IDR_2
HopM1v 	715	765	IDR_3
HopB1a 	1	80	IDR_1
HopB1a 	81	121	IDR_2
HopAT1m 	1	80	IDR_1
HopAS1c 	672	720	IDR_1
HopZ1d 	1	54	IDR_1
HopM1x 	1	70	IDR_1
HopAI1d 	197	267	IDR_1
HopAB1p 	1	80	IDR_1
HopAB1p 	81	142	IDR_2
HopO1a 	1	80	IDR_1
HopX1k 	1	80	IDR_1
HopX1k 	81	157	IDR_2
HopL1a 	668	716	IDR_1
HopAI1i 	154	230	IDR_1
HopBP1g 	338	410	IDR_1
HopAH1h 	1	80	IDR_1
HopAH1h 	81	117	IDR_2
HopAL1b 	1	80	IDR_1
HopBH1c 	207	282	IDR_1
HopD1b 	1	80	IDR_1
HopD1b 	81	160	IDR_2
HopD1b 	161	218	IDR_3
HopB1b 	1	80	IDR_1
HopB1b 	81	139	IDR_2
AvrE1x 	1758	1828	IDR_1
HopZ2a 	1	56	IDR_1
HopAA1b 	417	487	IDR_1
HopO2a 	205	284	IDR_1
HopAH1k 	1	80	IDR_1
HopAH1k 	81	159	IDR_2
HopAB1m 	142	200	IDR_1
HopD1h 	1	42	IDR_1
HopAH1q 	1	80	IDR_1
HopAH1q 	81	158	IDR_2
AvrE1n 	1	80	IDR_1
AvrE1n 	81	160	IDR_2
AvrE1n 	161	240	IDR_3
AvrE1n 	241	320	IDR_4
AvrE1n 	321	400	IDR_5
HopO2a 	1	80	IDR_1
HopO2a 	81	112	IDR_2
AvrE1g 	1449	1487	IDR_1
HopBD1e 	1	70	IDR_1
HopC1d 	1	33	IDR_1
HopAT1f 	66	97	IDR_1
HopAB1g 	483	535	IDR_1
HopAH1b 	1	80	IDR_1
HopAH1b 	81	160	IDR_2
HopR1c 	1	65	IDR_1
HopM1v 	1	61	IDR_1
HopAB1d 	1	80	IDR_1
HopAB1d 	81	121	IDR_2
AvrE1g 	1	80	IDR_1
AvrE1g 	81	160	IDR_2
AvrE1g 	161	240	IDR_3
HopT1a 	1	37	IDR_1
HopF1q 	1	72	IDR_1
HopBH1c 	1	80	IDR_1
HopBH1c 	81	155	IDR_2
HopC1c 	1	32	IDR_1
HopW1m 	276	351	IDR_1
HopAA1c 	234	313	IDR_1
HopAA1c 	314	393	IDR_2
HopAA1c 	394	473	IDR_3
AvrE1h 	1445	1491	IDR_1
HopAS1i 	1	80	IDR_1
HopAS1i 	81	160	IDR_2
AvrE1m 	1	80	IDR_1
AvrE1m 	81	160	IDR_2
AvrE1m 	161	225	IDR_3
HopV1g 	1	60	IDR_1
HopAB1v 	1	80	IDR_1
HopAB1v 	81	143	IDR_2
AvrB2f 	1	44	IDR_1
HopBS1a 	1	52	IDR_1
HopM1g 	547	626	IDR_1
HopM1g 	627	706	IDR_2
HopC1b 	1	38	IDR_1
AvrE1b 	1446	1487	IDR_1
HopAF1f 	1	53	IDR_1
HopF1j 	1	37	IDR_1
HopG1b 	1	64	IDR_1
HopAF1d 	1	52	IDR_1
HopAT1b 	389	468	IDR_1
HopF3b 	1	80	IDR_1
HopAB1aa 	264	297	IDR_1
HopA1m 	1	56	IDR_1
HopI1i 	180	259	IDR_1
HopI1i 	260	339	IDR_2
HopI1i 	340	412	IDR_3
HopF1v 	1	69	IDR_1
HopAG1j 	1	62	IDR_1
HopV1j 	1	57	IDR_1
HopM1r 	675	718	IDR_1
HopW1r 	1	50	IDR_1
HopBP1b 	1	80	IDR_1
HopBP1b 	81	131	IDR_2
HopAT1e 	507	538	IDR_1
HopD1k 	136	177	IDR_1
AvrE1c 	1553	1606	IDR_1
HopAB1p 	217	296	IDR_1
HopW1b 	795	874	IDR_1
HopW1b 	875	914	IDR_2
AvrE1n 	805	878	IDR_1
HopI1m 	177	256	IDR_1
HopI1m 	257	336	IDR_2
HopI1m 	337	416	IDR_3
HopA1q 	65	132	IDR_1
HopM1d 	620	699	IDR_1
HopM1d 	700	745	IDR_2
AvrE1d 	1	80	IDR_1
AvrE1d 	81	160	IDR_2
AvrE1d 	161	240	IDR_3
HopH1c 	92	171	IDR_1
HopH1c 	172	221	IDR_2
HopAI1h 	1	75	IDR_1
HopR1b 	1	57	IDR_1
HopZ1i 	1	47	IDR_1
AvrE1q 	1	80	IDR_1
AvrE1q 	81	160	IDR_2
AvrE1q 	161	240	IDR_3
HopBD1d 	1	61	IDR_1
AvrE1f 	1449	1492	IDR_1
HopAT1o 	1	80	IDR_1
AvrE1l 	1	80	IDR_1
AvrE1l 	81	160	IDR_2
AvrE1l 	161	240	IDR_3
HopAA1b 	1	36	IDR_1
HopAB1u 	1	80	IDR_1
HopAB1u 	81	129	IDR_2
HopAS1e 	1	80	IDR_1
HopAS1e 	81	160	IDR_2
HopR1a 	1	60	IDR_1
HopAR1g 	1	80	IDR_1
HopAR1g 	81	141	IDR_2
HopAR1d 	1	80	IDR_1
HopAR1d 	81	139	IDR_2
HopAB1q 	465	518	IDR_1
HopM1t 	1	58	IDR_1
HopM1x 	682	718	IDR_1
HopAF1h 	1	52	IDR_1
HopR1e 	1681	1715	IDR_1
HopAA1p 	146	225	IDR_1
HopO2e 	205	284	IDR_1
AvrA1a 	1	80	IDR_1
AvrA1a 	81	160	IDR_2
HopY1e 	106	185	IDR_1
HopY1e 	186	220	IDR_2
HopAM1a 	1	42	IDR_1
HopM1aa 	1	80	IDR_1
HopI1l 	178	257	IDR_1
HopAB1n 	427	466	IDR_1
HopBF1b 	1	43	IDR_1
AvrRpt2a 	1	80	IDR_1
HopBL1b 	1	57	IDR_1
HopB1c 	1	80	IDR_1
HopB1c 	81	160	IDR_2
HopI1n 	178	257	IDR_1
HopW1a 	1	32	IDR_1
AvrPto1d 	1	80	IDR_1
AvrPto1d 	81	160	IDR_2
HopAM1d 	1	41	IDR_1
HopAB1r 	485	527	IDR_1
HopR1c 	1768	1847	IDR_1
HopR1c 	1848	1895	IDR_2
HopW1h 	280	349	IDR_1
AvrE1s 	1	80	IDR_1
AvrE1s 	81	160	IDR_2
AvrE1s 	161	213	IDR_3
HopK1d 	1	72	IDR_1
HopX1g 	1	68	IDR_1
HopD1c 	1	36	IDR_1
HopO1h 	1	80	IDR_1
HopW1i 	1	53	IDR_1
HopAH1e 	339	418	IDR_1
HopR1f 	1	66	IDR_1
HopAB1ab 	352	386	IDR_1
HopAS1f 	341	377	IDR_1
HopAF1l 	1	53	IDR_1
HopF3c 	1	34	IDR_1
HopAB1g 	216	295	IDR_1
HopI1p 	178	257	IDR_1
HopI1p 	258	308	IDR_2
HopR1c 	634	678	IDR_1
HopAZ1s 	1	80	IDR_1
HopAZ1s 	81	145	IDR_2
HopO2d 	203	282	IDR_1
HopBH1b 	259	289	IDR_1
HopW1b 	369	437	IDR_1
HopAB1c 	195	226	IDR_1
HopBP1e 	1	62	IDR_1
HopI1g 	142	221	IDR_1
HopI1g 	222	284	IDR_2
HopM1ab 	1	59	IDR_1
HopBN1d 	1	49	IDR_1
HopAA1q 	123	202	IDR_1
HopAA1q 	203	282	IDR_2
HopAA1q 	283	362	IDR_3
HopAA1q 	363	442	IDR_4
HopAA1q 	443	485	IDR_5
HopM1n 	596	675	IDR_1
HopAM1b 	234	276	IDR_1
HopO1b 	1	71	IDR_1
HopV1i 	1	62	IDR_1
HopAS1a 	1	80	IDR_1
HopAS1a 	81	160	IDR_2
HopAF1a 	1	52	IDR_1
HopX1c 	212	267	IDR_1
HopAS1d 	1	80	IDR_1
HopAS1d 	81	160	IDR_2
HopM1w 	598	656	IDR_1
HopD1k 	1	37	IDR_1
AvrE1z 	1	80	IDR_1
AvrE1z 	81	160	IDR_2
AvrE1z 	161	199	IDR_3
HopAB1a 	1	80	IDR_1
HopAF1b 	1	50	IDR_1
HopAA1l 	143	189	IDR_1
HopG1g 	1	63	IDR_1
HopR1e 	1	61	IDR_1
HopY1h 	1	80	IDR_1
HopY1h 	81	160	IDR_2
HopY1h 	161	214	IDR_3
HopO1d 	1	80	IDR_1
HopW1i 	367	429	IDR_1
HopAB1d 	188	267	IDR_1
HopF1a 	1	48	IDR_1
HopY1c 	106	185	IDR_1
HopY1c 	186	221	IDR_2
HopAI1c 	203	267	IDR_1
AvrE1b 	1	80	IDR_1
AvrE1b 	81	160	IDR_2
AvrE1b 	161	236	IDR_3
HopI1b 	178	257	IDR_1
HopD1a 	1	54	IDR_1
AvrE1n 	1529	1559	IDR_1
HopAD1b 	1	37	IDR_1
AvrE1j 	1	80	IDR_1
AvrE1j 	81	160	IDR_2
HopAA1e 	310	389	IDR_1
HopAA1e 	390	469	IDR_2
HopBL1b 	412	491	IDR_1
AvrRpm1i 	1	52	IDR_1
HopBN1g 	1	33	IDR_1
Q9FIP3	1	63	IDR_1
B3H4R3	1	51	IDR_1
Q43128	868	904	IDR_1
Q9LIB2	518	558	IDR_1
O22213	1	52	IDR_1
Q9SAJ7	1	70	IDR_1
Q9LND1	1	80	IDR_1
F4INW9	141	220	IDR_1
F4INW9	221	300	IDR_2
F4INW9	301	380	IDR_3
F4INW9	381	460	IDR_4
F4INW9	461	540	IDR_5
F4INW9	541	607	IDR_6
O22965	1	70	IDR_1
Q9FIP4	1	69	IDR_1
Q8H0V5	237	275	IDR_1
Q9SKA8	427	488	IDR_1
Q8GVE5	1	46	IDR_1
Q9SZT4	1	35	IDR_1
Q9M240	1	49	IDR_1
Q9FHY7	1	52	IDR_1
O22980	140	219	IDR_1
O22980	220	250	IDR_2
O81775	1	80	IDR_1
O81775	81	158	IDR_2
O22787	338	417	IDR_1
O22787	418	497	IDR_2
Q944H1	163	242	IDR_1
F4KDR7	1	44	IDR_1
Q84JL5	1	80	IDR_1
Q84JL5	81	141	IDR_2
Q8S8S8	55	134	IDR_1
Q8S8S8	135	209	IDR_2
F4K7F6	1	77	IDR_1
Q8RWK8	469	548	IDR_1
Q8RWK8	549	608	IDR_2
F4HWD0	1	80	IDR_1
F4HWD0	81	160	IDR_2
Q7G8T1	1	80	IDR_1
Q7G8T1	81	160	IDR_2
Q7G8T1	161	240	IDR_3
Q7G8T1	241	320	IDR_4
Q7G8T1	321	398	IDR_5
Q9SU34	1	80	IDR_1
Q0WWX4	1	68	IDR_1
P82658	1	60	IDR_1
Q9LX99	1	59	IDR_1
Q3EAI1	335	414	IDR_1
Q9C7Z7	106	185	IDR_1
Q9S9M1	700	731	IDR_1
B5X574	1	80	IDR_1
B5X574	81	141	IDR_2
Q5XF79	1	66	IDR_1
O04348	1	47	IDR_1
B9DFZ2	1	80	IDR_1
B9DFZ2	81	160	IDR_2
Q9FGJ4	1	80	IDR_1
Q9FGJ4	81	131	IDR_2
Q9LT81	220	299	IDR_1
Q9LT81	300	379	IDR_2
Q1ECI2	1	54	IDR_1
Q9LDW5	168	247	IDR_1
Q9FJ00	1	80	IDR_1
Q9FJ00	81	160	IDR_2
Q9FJ00	161	216	IDR_3
Q5YDB5	430	509	IDR_1
Q5YDB5	510	589	IDR_2
Q5YDB5	590	661	IDR_3
Q6AWW7	382	457	IDR_1
Q8H184	1	64	IDR_1
F4I793	1	80	IDR_1
F4I793	81	160	IDR_2
F4I793	161	240	IDR_3
F4I793	241	320	IDR_4
F4I793	321	400	IDR_5
F4I7I0	1	70	IDR_1
C0SUZ3	263	300	IDR_1
B9DF92	358	437	IDR_1
B9DF92	438	494	IDR_2
Q9STT1	125	204	IDR_1
Q9C5U8	1	51	IDR_1
Q9XI29	1	80	IDR_1
Q9XI29	81	148	IDR_2
A0A1P8AUY5	1	71	IDR_1
Q9FX56	1	35	IDR_1
O81864	1	79	IDR_1
F4KBM7	1	34	IDR_1
Q84K42	1	46	IDR_1
Q501F8	336	373	IDR_1
Q8GX22	1	57	IDR_1
