IDR1,IDR2,E_value
HopAR1g_N-terminal_1_141,HopAU1a_C-terminal_614_731,-0.18712152042439456
HopAR1g_N-terminal_1_141,HopBP1g_N-terminal_1_130,-0.12465986711926291
HopAR1g_N-terminal_1_141,HopM1n_C-terminal_596_697,-0.259343954964784
HopAR1g_N-terminal_1_141,HopAG1n_IDP_1_111,-0.2840497623421605
HopAR1g_N-terminal_1_141,HopR1d_C-terminal_1216_1324,-1.0561539751825961
HopAR1c_N-terminal_1_135,HopI1p_C-terminal_178_308,-1.002509967745528
HopAR1c_N-terminal_1_135,HopR1d_C-terminal_1216_1324,-0.056014458814971135
HopAR1e_N-terminal_1_134,HopI1p_C-terminal_178_308,-1.6733314285467102
HopAR1e_N-terminal_1_134,AvrB2g_N-terminal_1_111,-0.383655864713198
HopAR1e_N-terminal_1_134,HopR1d_C-terminal_1216_1324,-0.549349440634451
HopAR1d_N-terminal_1_139,HopAT1o_N-terminal_1_106,-0.9413595667352865
HopAR1d_N-terminal_1_139,AvrB2g_N-terminal_1_111,-1.3556109057674632
HopAR1h_N-terminal_1_134,HopI1p_C-terminal_178_308,-1.0166850785200623
HopAR1h_N-terminal_1_134,AvrB2g_N-terminal_1_111,-0.04029482177019972
HopAR1h_N-terminal_1_134,HopR1d_C-terminal_1216_1324,-0.08605899957278496
HopAT1b_N-terminal_1_133,HopAT1o_N-terminal_1_106,-0.9042186898837095
HopAT1b_N-terminal_1_133,AvrB2g_N-terminal_1_111,-0.8981080527043126
HopAT1o_N-terminal_1_106,AvrRpm1d_N-terminal_1_100,-0.8761548633201528
HopAT1o_N-terminal_1_106,HopI1e_Middle_180_300,-1.4780851297719089
HopAT1o_N-terminal_1_106,HopI1g_Middle_142_284,-0.8276466342318862
HopAT1o_N-terminal_1_106,HopI1p_C-terminal_178_308,-2.2858840071614814
HopAT1o_N-terminal_1_106,HopZ1g_C-terminal_245_369,-0.31886419580463254
HopAT1o_N-terminal_1_106,HopZ1a_C-terminal_240_369,-0.4337871665455708
HopAT1o_N-terminal_1_106,HopAB1r_N-terminal_1_128,-0.37349942678553205
HopAT1o_N-terminal_1_106,HopAB1i_N-terminal_1_145,-0.6435819229301352
HopAT1o_N-terminal_1_106,HopAB1i_Middle_214_315,-1.2191647570671371
HopAT1o_N-terminal_1_106,HopAB1s_N-terminal_1_143,-0.27653622409681233
HopAT1o_N-terminal_1_106,HopAB1j_N-terminal_1_145,-0.41922670752606805
HopAT1o_N-terminal_1_106,HopAB1g_N-terminal_1_144,-0.4761113115712021
HopAT1o_N-terminal_1_106,HopAB1d_N-terminal_1_121,-0.39029116535716923
HopAT1o_N-terminal_1_106,HopAB1af_N-terminal_1_144,-0.5582459842872574
HopAT1o_N-terminal_1_106,HopAB1af_C-terminal_346_449,-0.48613310093603346
HopAT1o_N-terminal_1_106,HopAB1p_N-terminal_1_142,-0.5782054898808191
HopAT1o_N-terminal_1_106,HopAR1a_N-terminal_1_142,-0.46075458624039456
HopAT1o_N-terminal_1_106,HopAR1g_N-terminal_1_141,-1.009416742553615
HopAT1o_N-terminal_1_106,HopAR1d_N-terminal_1_139,-0.7178713242729522
HopAT1o_N-terminal_1_106,HopAT1b_N-terminal_1_133,-0.7206554972005499
HopAT1o_N-terminal_1_106,HopAT1o_N-terminal_1_106,-2.107540960754477
HopAT1o_N-terminal_1_106,AvrB2g_N-terminal_1_111,-2.436368532217056
HopAT1o_N-terminal_1_106,HopY1f_Middle_98_218,-0.3477529560006687
HopAT1o_N-terminal_1_106,HopY1c_Middle_106_221,-0.03825163070882809
HopAT1o_N-terminal_1_106,HopAU1a_C-terminal_614_731,-1.3998139327186827
HopAT1o_N-terminal_1_106,HopBP1b_N-terminal_1_131,-0.8878083103042727
HopAT1o_N-terminal_1_106,HopBP1g_N-terminal_1_130,-1.3604235884478904
HopAT1o_N-terminal_1_106,HopBP1c_N-terminal_1_130,-0.7942738983288464
HopAT1o_N-terminal_1_106,HopBP1a_N-terminal_1_131,-0.9447178969125858
HopAT1o_N-terminal_1_106,HopBP1f_N-terminal_1_131,-0.43630018493578504
HopAT1o_N-terminal_1_106,AvrE1p_N-terminal_1_150,-0.25683401759094693
HopAT1o_N-terminal_1_106,AvrE1i_N-terminal_1_148,-0.18903133238719505
HopAT1o_N-terminal_1_106,HopF1i_N-terminal_1_118,-1.0179697053694063
HopAT1o_N-terminal_1_106,HopM1n_C-terminal_596_697,-1.081365708389363
HopAT1o_N-terminal_1_106,HopAB1ab_N-terminal_1_131,-0.5192568993105766
HopAT1o_N-terminal_1_106,HopAB1q_N-terminal_1_129,-0.1752815440935116
HopAT1o_N-terminal_1_106,HopAB1u_N-terminal_1_129,-0.13159861543040208
HopAT1o_N-terminal_1_106,HopAB1v_N-terminal_1_143,-0.4140898388837684
HopAT1o_N-terminal_1_106,HopAG1n_IDP_1_111,-1.4411071164326863
HopAT1o_N-terminal_1_106,HopAT1h_IDP_1_122,-1.0747824785178963
HopAT1o_N-terminal_1_106,HopAZ1s_IDP_1_145,-0.10072218391205467
HopAT1o_N-terminal_1_106,HopBR1a_IDP_1_133,-1.0809936831981197
HopAT1o_N-terminal_1_106,HopR1d_C-terminal_1216_1324,-1.8450012430612475
HopAT1o_N-terminal_1_106,HopZ1h_C-terminal_247_369,-0.5777994335636585
AvrB2g_N-terminal_1_111,AvrRpm1d_N-terminal_1_100,-1.5483269765098697
AvrB2g_N-terminal_1_111,HopI1e_Middle_180_300,-1.5495434037203424
AvrB2g_N-terminal_1_111,HopI1g_Middle_142_284,-0.7008528956466016
AvrB2g_N-terminal_1_111,HopI1p_C-terminal_178_308,-1.7859177670267954
AvrB2g_N-terminal_1_111,HopZ1g_C-terminal_245_369,-0.5253259658378155
AvrB2g_N-terminal_1_111,HopZ1a_C-terminal_240_369,-0.6472958739758958
AvrB2g_N-terminal_1_111,HopAB1r_N-terminal_1_128,-0.8217208798110676
AvrB2g_N-terminal_1_111,HopAB1i_N-terminal_1_145,-0.956380920174027
AvrB2g_N-terminal_1_111,HopAB1i_Middle_214_315,-0.9191592833493303
AvrB2g_N-terminal_1_111,HopAB1s_N-terminal_1_143,-0.6533091361707335
AvrB2g_N-terminal_1_111,HopAB1j_N-terminal_1_145,-0.7691253517948162
AvrB2g_N-terminal_1_111,HopAB1g_N-terminal_1_144,-0.8218051118401561
AvrB2g_N-terminal_1_111,HopAB1d_N-terminal_1_121,-0.8319405697236704
AvrB2g_N-terminal_1_111,HopAB1af_N-terminal_1_144,-0.8594614715241349
AvrB2g_N-terminal_1_111,HopAB1af_C-terminal_346_449,-0.4018547098248213
AvrB2g_N-terminal_1_111,HopAB1p_N-terminal_1_142,-0.9152163437471721
AvrB2g_N-terminal_1_111,HopAR1a_N-terminal_1_142,-0.6604816741326296
AvrB2g_N-terminal_1_111,HopAR1g_N-terminal_1_141,-1.4433720441927278
AvrB2g_N-terminal_1_111,HopAR1e_N-terminal_1_134,-0.31780448494899005
AvrB2g_N-terminal_1_111,HopAR1d_N-terminal_1_139,-1.0825382053251005
AvrB2g_N-terminal_1_111,HopAR1h_N-terminal_1_134,-0.03337854639173443
AvrB2g_N-terminal_1_111,HopAT1b_N-terminal_1_133,-0.7495488259411864
AvrB2g_N-terminal_1_111,HopAT1o_N-terminal_1_106,-2.5512915761895627
AvrB2g_N-terminal_1_111,AvrB2g_N-terminal_1_111,-3.169119187101426
AvrB2g_N-terminal_1_111,HopW1b_C-terminal_795_914,-0.05381954925285193
AvrB2g_N-terminal_1_111,HopY1f_Middle_98_218,-0.1935535550583225
AvrB2g_N-terminal_1_111,HopY1c_Middle_106_221,-0.2712536934959999
AvrB2g_N-terminal_1_111,HopAU1a_C-terminal_614_731,-1.129432224500702
AvrB2g_N-terminal_1_111,HopBP1b_N-terminal_1_131,-1.2364053206720982
AvrB2g_N-terminal_1_111,HopBP1g_N-terminal_1_130,-1.5392353043724647
AvrB2g_N-terminal_1_111,HopBP1c_N-terminal_1_130,-1.1532944789331125
AvrB2g_N-terminal_1_111,HopBP1a_N-terminal_1_131,-1.3485185793268109
AvrB2g_N-terminal_1_111,HopBP1f_N-terminal_1_131,-0.7973402452206635
AvrB2g_N-terminal_1_111,HopF1i_N-terminal_1_118,-1.7470603427051756
AvrB2g_N-terminal_1_111,HopM1n_C-terminal_596_697,-1.3751462451251513
AvrB2g_N-terminal_1_111,HopAB1ab_N-terminal_1_131,-0.818154622463009
AvrB2g_N-terminal_1_111,HopAB1q_N-terminal_1_129,-0.6505052684041743
AvrB2g_N-terminal_1_111,HopAB1u_N-terminal_1_129,-0.5572336968660636
AvrB2g_N-terminal_1_111,HopAB1v_N-terminal_1_143,-0.7612039157293005
AvrB2g_N-terminal_1_111,HopAG1n_IDP_1_111,-1.6204538147789442
AvrB2g_N-terminal_1_111,HopAT1h_IDP_1_122,-1.1472297571660697
AvrB2g_N-terminal_1_111,HopBR1a_IDP_1_133,-1.0146070823267124
AvrB2g_N-terminal_1_111,HopR1d_C-terminal_1216_1324,-2.017217619755204
AvrB2g_N-terminal_1_111,HopY1e_Middle_106_220,-0.1814869050490806
AvrB2g_N-terminal_1_111,HopZ1h_C-terminal_247_369,-0.755402775275563
HopW1b_C-terminal_795_914,AvrB2g_N-terminal_1_111,-0.05818329648956677
HopY1f_Middle_98_218,HopAT1o_N-terminal_1_106,-0.39696327996302827
HopY1f_Middle_98_218,AvrB2g_N-terminal_1_111,-0.21099081227078642
HopY1c_Middle_106_221,HopAT1o_N-terminal_1_106,-0.041860275115329415
HopY1c_Middle_106_221,AvrB2g_N-terminal_1_111,-0.2834723283381635
HopR1c_Middle_1768_1895,HopI1p_C-terminal_178_308,-2.833011364410055
HopR1c_Middle_1768_1895,HopR1d_C-terminal_1216_1324,-0.7420134442796176
HopAU1a_C-terminal_614_731,HopAR1g_N-terminal_1_141,-0.15659815184452697
HopAU1a_C-terminal_614_731,HopAT1o_N-terminal_1_106,-1.5582834345358876
HopAU1a_C-terminal_614_731,AvrB2g_N-terminal_1_111,-1.200657680099841
HopBP1b_N-terminal_1_131,HopI1p_C-terminal_178_308,-0.36261702995735234
HopBP1b_N-terminal_1_131,HopAT1o_N-terminal_1_106,-1.0971970627345158
HopBP1b_N-terminal_1_131,AvrB2g_N-terminal_1_111,-1.4591810541265282
HopBP1b_N-terminal_1_131,HopR1d_C-terminal_1216_1324,-0.36378257547738
HopBP1g_N-terminal_1_130,AvrRpm1d_N-terminal_1_100,-0.40647434999979026
HopBP1g_N-terminal_1_130,HopAR1g_N-terminal_1_141,-0.1149346292588902
HopBP1g_N-terminal_1_130,HopAT1o_N-terminal_1_106,-1.66844402356816
HopBP1g_N-terminal_1_130,AvrB2g_N-terminal_1_111,-1.8027080141299052
HopBP1g_N-terminal_1_130,HopF1i_N-terminal_1_118,-0.16706835792903263
HopBP1g_N-terminal_1_130,HopAG1n_IDP_1_111,-0.24708367365093054
HopBP1g_N-terminal_1_130,HopR1d_C-terminal_1216_1324,-0.07292135755417206
HopBP1c_N-terminal_1_130,HopAT1o_N-terminal_1_106,-0.9741094979504688
HopBP1c_N-terminal_1_130,AvrB2g_N-terminal_1_111,-1.350705245597343
HopBP1c_N-terminal_1_130,HopR1d_C-terminal_1216_1324,-0.0373684757275079
HopBP1a_N-terminal_1_131,AvrRpm1d_N-terminal_1_100,-0.04354644011021236
HopBP1a_N-terminal_1_131,HopI1p_C-terminal_178_308,-0.31273679043061975
HopBP1a_N-terminal_1_131,HopAT1o_N-terminal_1_106,-1.1675287216561152
HopBP1a_N-terminal_1_131,AvrB2g_N-terminal_1_111,-1.5914948999262286
HopBP1a_N-terminal_1_131,HopR1d_C-terminal_1216_1324,-0.41730951522396964
HopBP1f_N-terminal_1_131,HopI1p_C-terminal_178_308,-0.6225585572925993
HopBP1f_N-terminal_1_131,HopAT1o_N-terminal_1_106,-0.5392011719489389
HopBP1f_N-terminal_1_131,AvrB2g_N-terminal_1_111,-0.9410051542694369
HopBP1f_N-terminal_1_131,HopR1d_C-terminal_1216_1324,-0.27508294475511974
AvrE1p_N-terminal_1_150,HopAT1o_N-terminal_1_106,-0.363444364515491
AvrE1i_N-terminal_1_148,HopAT1o_N-terminal_1_106,-0.26393053955948886
HopF1i_N-terminal_1_118,AvrRpm1d_N-terminal_1_100,-0.16021740954374053
HopF1i_N-terminal_1_118,HopI1e_Middle_180_300,-0.060762815157872296
HopF1i_N-terminal_1_118,HopI1p_C-terminal_178_308,-1.120833841553214
HopF1i_N-terminal_1_118,HopAT1o_N-terminal_1_106,-1.1332115588074494
HopF1i_N-terminal_1_118,AvrB2g_N-terminal_1_111,-1.8572353192721636
HopF1i_N-terminal_1_118,HopBP1g_N-terminal_1_130,-0.1516466633509772
HopF1i_N-terminal_1_118,HopF1i_N-terminal_1_118,-0.10162662779333331
HopF1i_N-terminal_1_118,HopM1n_C-terminal_596_697,-0.39419458611668645
HopF1i_N-terminal_1_118,HopAG1n_IDP_1_111,-0.20315840544265384
HopF1i_N-terminal_1_118,HopR1d_C-terminal_1216_1324,-1.1027211670109232
HopM1n_C-terminal_596_697,AvrRpm1d_N-terminal_1_100,-0.12787999429239605
HopM1n_C-terminal_596_697,HopAR1g_N-terminal_1_141,-0.18761052061281802
HopM1n_C-terminal_596_697,HopAT1o_N-terminal_1_106,-1.0405594552425974
HopM1n_C-terminal_596_697,AvrB2g_N-terminal_1_111,-1.2636479009258217
HopM1n_C-terminal_596_697,HopF1i_N-terminal_1_118,-0.34074447274493025
HopM1n_C-terminal_596_697,HopAG1n_IDP_1_111,-0.01399313630794552
HopAB1ab_N-terminal_1_131,HopAT1o_N-terminal_1_106,-0.6417231491479711
HopAB1ab_N-terminal_1_131,AvrB2g_N-terminal_1_111,-0.9655698697536437
HopAB1q_N-terminal_1_129,HopAT1o_N-terminal_1_106,-0.21331433196285587
HopAB1q_N-terminal_1_129,AvrB2g_N-terminal_1_111,-0.755992609226471
HopAB1u_N-terminal_1_129,HopAT1o_N-terminal_1_106,-0.16015303198605935
HopAB1u_N-terminal_1_129,AvrB2g_N-terminal_1_111,-0.6475959179794799
HopAB1v_N-terminal_1_143,HopAT1o_N-terminal_1_106,-0.5586306317017034
HopAB1v_N-terminal_1_143,AvrB2g_N-terminal_1_111,-0.980650089633258
HopAG1n_IDP_1_111,AvrRpm1d_N-terminal_1_100,-0.326798506991409
HopAG1n_IDP_1_111,HopI1p_C-terminal_178_308,-0.31753856724516893
HopAG1n_IDP_1_111,HopAR1g_N-terminal_1_141,-0.2236136426948896
HopAG1n_IDP_1_111,HopAT1o_N-terminal_1_106,-1.50908386720781
HopAG1n_IDP_1_111,AvrB2g_N-terminal_1_111,-1.6204538147789442
HopAG1n_IDP_1_111,HopBP1g_N-terminal_1_130,-0.21097144442502724
HopAG1n_IDP_1_111,HopF1i_N-terminal_1_118,-0.19110663562826247
HopAG1n_IDP_1_111,HopM1n_C-terminal_596_697,-0.015227824805698731
HopAG1n_IDP_1_111,HopAG1n_IDP_1_111,-0.29517997393488926
HopAG1n_IDP_1_111,HopR1d_C-terminal_1216_1324,-0.43302929290293335
HopAT1h_IDP_1_122,HopAT1o_N-terminal_1_106,-1.237013796030027
HopAT1h_IDP_1_122,AvrB2g_N-terminal_1_111,-1.2609191925609018
HopAZ1s_IDP_1_145,HopAT1o_N-terminal_1_106,-0.1377803459174345
HopBR1a_IDP_1_133,HopAT1o_N-terminal_1_106,-1.3563411308051947
HopBR1a_IDP_1_133,AvrB2g_N-terminal_1_111,-1.2157003779230067
HopR1d_C-terminal_1216_1324,AvrRpm1d_N-terminal_1_100,-0.8725488443401694
HopR1d_C-terminal_1216_1324,HopZ1g_C-terminal_245_369,-0.02542577774508814
HopR1d_C-terminal_1216_1324,HopAR1a_N-terminal_1_142,-0.23412716827176183
HopR1d_C-terminal_1216_1324,HopAR1g_N-terminal_1_141,-0.81645945599222
HopR1d_C-terminal_1216_1324,HopAR1c_N-terminal_1_135,-0.04522648896912784
HopR1d_C-terminal_1216_1324,HopAR1e_N-terminal_1_134,-0.44685887335190166
HopR1d_C-terminal_1216_1324,HopAR1h_N-terminal_1_134,-0.07000321607039339
HopR1d_C-terminal_1216_1324,HopAT1o_N-terminal_1_106,-1.897218259374295
HopR1d_C-terminal_1216_1324,AvrB2g_N-terminal_1_111,-1.9808713563361913
HopR1d_C-terminal_1216_1324,HopR1c_Middle_1768_1895,-0.6318708236443555
HopR1d_C-terminal_1216_1324,HopBP1b_N-terminal_1_131,-0.302689318526987
HopR1d_C-terminal_1216_1324,HopBP1g_N-terminal_1_130,-0.06114175364157859
HopR1d_C-terminal_1216_1324,HopBP1c_N-terminal_1_130,-0.03133202964844628
HopR1d_C-terminal_1216_1324,HopBP1a_N-terminal_1_131,-0.34722700121688277
HopR1d_C-terminal_1216_1324,HopBP1f_N-terminal_1_131,-0.22888580899472188
HopR1d_C-terminal_1216_1324,HopF1i_N-terminal_1_118,-1.0186153152897468
HopR1d_C-terminal_1216_1324,HopAG1n_IDP_1_111,-0.42522696330107834
HopR1d_C-terminal_1216_1324,HopZ1h_C-terminal_247_369,-0.07917855834351073
HopY1e_Middle_106_220,AvrB2g_N-terminal_1_111,-0.18802697369950394
HopZ1h_C-terminal_247_369,HopI1p_C-terminal_178_308,-0.48332570284634
HopZ1h_C-terminal_247_369,HopAT1o_N-terminal_1_106,-0.6704653804559406
HopZ1h_C-terminal_247_369,AvrB2g_N-terminal_1_111,-0.8370679401702183
HopZ1h_C-terminal_247_369,HopR1d_C-terminal_1216_1324,-0.0893482814335016
